direct_visual,annotation_index,cue,associations,AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,selected_images_q1,selected_images_q2,score_fooling_ai_1,score_fooling_ai_2,cue1,cue2,candidates,score,num_associations
,433,kennel,"[""fox"", ""rooster""]",3GGAI1SQEWKZATDB3QQ4TH5N1DRCMM,A1HKYY6XI2OHO1,3E22YV8GG1SM0G9LUUM81CX2L4ZPNM,Submitted,2022-05-25 04:17:54+03:00,random_10_12_candidates_1415,"[""microscope.jpg"", ""nebula.jpg""]","[""fox.jpg"", ""rooster.jpg""]",67,67,magnify,kennel,"[""gold"", ""dawn"", ""caravan"", ""microscope"", ""nebula"", ""sky"", ""mucus"", ""fox"", ""rooster"", ""cooking""]",67,2
,434,hair,"[""dawn"", ""cooking""]",3AMW0RGHOEOOM07FKWRAQWTU6OYPN0,A382S0KJMW3K9S,3E22YV8GG1SM0G9LUUM81CX2L4ZPNM,Submitted,2022-05-25 13:20:32+03:00,random_10_12_candidates_1415,"[""dawn.jpg"", ""cooking.jpg""]","[""fox.jpg"", ""rooster.jpg""]",67,0,hair,animal,"[""gold"", ""dawn"", ""caravan"", ""microscope"", ""nebula"", ""sky"", ""mucus"", ""fox"", ""rooster"", ""cooking""]",67,2
,435,animal,"[""fox"", ""rooster""]",3AMW0RGHOEOOM07FKWRAQWTU6OYPN0,A382S0KJMW3K9S,3E22YV8GG1SM0G9LUUM81CX2L4ZPNM,Submitted,2022-05-25 13:20:32+03:00,random_10_12_candidates_1415,"[""dawn.jpg"", ""cooking.jpg""]","[""fox.jpg"", ""rooster.jpg""]",67,0,hair,animal,"[""gold"", ""dawn"", ""caravan"", ""microscope"", ""nebula"", ""sky"", ""mucus"", ""fox"", ""rooster"", ""cooking""]",0,2
,436,prey,"[""fox"", ""rooster""]",34J10VATJGKH8BX3NTT7LTNNPRNIQD,A3RTW9UWYKSNWX,3E22YV8GG1SM0G9LUUM81CX2L4ZPNM,Submitted,2022-05-26 11:49:18+03:00,random_10_12_candidates_1415,"[""fox.jpg"", ""rooster.jpg""]","[""microscope.jpg"", ""mucus.jpg""]",0,100,prey,virus,"[""gold"", ""dawn"", ""caravan"", ""microscope"", ""nebula"", ""sky"", ""mucus"", ""fox"", ""rooster"", ""cooking""]",0,2
,437,virus,"[""microscope"", ""mucus""]",34J10VATJGKH8BX3NTT7LTNNPRNIQD,A3RTW9UWYKSNWX,3E22YV8GG1SM0G9LUUM81CX2L4ZPNM,Submitted,2022-05-26 11:49:18+03:00,random_10_12_candidates_1415,"[""fox.jpg"", ""rooster.jpg""]","[""microscope.jpg"", ""mucus.jpg""]",0,100,prey,virus,"[""gold"", ""dawn"", ""caravan"", ""microscope"", ""nebula"", ""sky"", ""mucus"", ""fox"", ""rooster"", ""cooking""]",100,2
,438,table,"[""doily"", ""syrup""]",3AMYWKA6YC8YUFPM6FSEZL2I0RWO6M,A1HKYY6XI2OHO1,3BO3NEOQM03NZBSS8VRJ69CQ0J5AIB,Submitted,2022-05-25 04:37:38+03:00,random_10_12_candidates_181,"[""doily.jpg"", ""syrup.jpg""]","[""army.jpg"", ""parade.jpg""]",67,100,table,strife,"[""attic"", ""squeak"", ""doily"", ""army"", ""boy"", ""cavity"", ""mom"", ""toilet"", ""pen"", ""parade"", ""grip"", ""syrup""]",67,2
,439,strife,"[""army"", ""parade""]",3AMYWKA6YC8YUFPM6FSEZL2I0RWO6M,A1HKYY6XI2OHO1,3BO3NEOQM03NZBSS8VRJ69CQ0J5AIB,Submitted,2022-05-25 04:37:38+03:00,random_10_12_candidates_181,"[""doily.jpg"", ""syrup.jpg""]","[""army.jpg"", ""parade.jpg""]",67,100,table,strife,"[""attic"", ""squeak"", ""doily"", ""army"", ""boy"", ""cavity"", ""mom"", ""toilet"", ""pen"", ""parade"", ""grip"", ""syrup""]",100,2
,440,grip,"[""pen"", ""grip""]",3NAPMVF0ZX13R8EM2RZ9YMZBV1F27X,AZLZA0Q87TJZO,3BO3NEOQM03NZBSS8VRJ69CQ0J5AIB,Submitted,2022-05-25 20:56:06+03:00,random_10_12_candidates_181,"[""pen.jpg"", ""grip.jpg""]","[""boy.jpg"", ""cavity.jpg"", ""parade.jpg""]",67,80,grip,throb,"[""attic"", ""squeak"", ""doily"", ""army"", ""boy"", ""cavity"", ""mom"", ""toilet"", ""pen"", ""parade"", ""grip"", ""syrup""]",67,2
,441,throb,"[""boy"", ""cavity"", ""parade""]",3NAPMVF0ZX13R8EM2RZ9YMZBV1F27X,AZLZA0Q87TJZO,3BO3NEOQM03NZBSS8VRJ69CQ0J5AIB,Submitted,2022-05-25 20:56:06+03:00,random_10_12_candidates_181,"[""pen.jpg"", ""grip.jpg""]","[""boy.jpg"", ""cavity.jpg"", ""parade.jpg""]",67,80,grip,throb,"[""attic"", ""squeak"", ""doily"", ""army"", ""boy"", ""cavity"", ""mom"", ""toilet"", ""pen"", ""parade"", ""grip"", ""syrup""]",80,3
,442,round,"[""squeak"", ""doily""]",3F1567XTNXROXA40JZNU80OK6Z59QM,A16184N1RO5OJV,3BO3NEOQM03NZBSS8VRJ69CQ0J5AIB,Submitted,2022-05-26 01:28:06+03:00,random_10_12_candidates_181,"[""squeak.jpg"", ""doily.jpg""]","[""attic.jpg"", ""toilet.jpg""]",0,67,round,home,"[""attic"", ""squeak"", ""doily"", ""army"", ""boy"", ""cavity"", ""mom"", ""toilet"", ""pen"", ""parade"", ""grip"", ""syrup""]",0,2
,443,home,"[""attic"", ""toilet""]",3F1567XTNXROXA40JZNU80OK6Z59QM,A16184N1RO5OJV,3BO3NEOQM03NZBSS8VRJ69CQ0J5AIB,Submitted,2022-05-26 01:28:06+03:00,random_10_12_candidates_181,"[""squeak.jpg"", ""doily.jpg""]","[""attic.jpg"", ""toilet.jpg""]",0,67,round,home,"[""attic"", ""squeak"", ""doily"", ""army"", ""boy"", ""cavity"", ""mom"", ""toilet"", ""pen"", ""parade"", ""grip"", ""syrup""]",67,2
,444,female,"[""dress"", ""duchess"", ""orchestra""]",3KXIR214I5268LW30T12VAF13VP244,A382S0KJMW3K9S,3LEG2HW4UF9EKHVYU8SJXUG083LF2I,Submitted,2022-05-25 03:01:45+03:00,random_10_12_candidates_987,"[""dress.jpg"", ""duchess.jpg"", ""orchestra.jpg""]","[""dress.jpg"", ""duchess.jpg"", ""mason.jpg"", ""orchestra.jpg""]",80,40,female,human,"[""dress"", ""tent"", ""label"", ""petal"", ""antarctic"", ""weasel"", ""duchess"", ""mason"", ""hallway"", ""orchestra""]",80,3
,445,human,"[""dress"", ""duchess"", ""mason"", ""orchestra""]",3KXIR214I5268LW30T12VAF13VP244,A382S0KJMW3K9S,3LEG2HW4UF9EKHVYU8SJXUG083LF2I,Submitted,2022-05-25 03:01:45+03:00,random_10_12_candidates_987,"[""dress.jpg"", ""duchess.jpg"", ""orchestra.jpg""]","[""dress.jpg"", ""duchess.jpg"", ""mason.jpg"", ""orchestra.jpg""]",80,40,female,human,"[""dress"", ""tent"", ""label"", ""petal"", ""antarctic"", ""weasel"", ""duchess"", ""mason"", ""hallway"", ""orchestra""]",40,4
,446,strut,"[""dress"", ""mason""]",3NGI5ARFTURL8T0QF9TCTPGR3M0P1X,A1HKYY6XI2OHO1,3LEG2HW4UF9EKHVYU8SJXUG083LF2I,Submitted,2022-05-25 08:32:19+03:00,random_10_12_candidates_987,"[""dress.jpg"", ""mason.jpg""]","[""tent.jpg"", ""weasel.jpg""]",100,0,strut,slope,"[""dress"", ""tent"", ""label"", ""petal"", ""antarctic"", ""weasel"", ""duchess"", ""mason"", ""hallway"", ""orchestra""]",100,2
,447,slope,"[""tent"", ""weasel""]",3NGI5ARFTURL8T0QF9TCTPGR3M0P1X,A1HKYY6XI2OHO1,3LEG2HW4UF9EKHVYU8SJXUG083LF2I,Submitted,2022-05-25 08:32:19+03:00,random_10_12_candidates_987,"[""dress.jpg"", ""mason.jpg""]","[""tent.jpg"", ""weasel.jpg""]",100,0,strut,slope,"[""dress"", ""tent"", ""label"", ""petal"", ""antarctic"", ""weasel"", ""duchess"", ""mason"", ""hallway"", ""orchestra""]",0,2
,448,audience,"[""mason"", ""orchestra""]",3OSWBBLG1FJK9XITHTNOO433UNQXD7,A3RTW9UWYKSNWX,3LEG2HW4UF9EKHVYU8SJXUG083LF2I,Submitted,2022-05-26 05:46:55+03:00,random_10_12_candidates_987,"[""mason.jpg"", ""orchestra.jpg""]","[""tent.jpg"", ""weasel.jpg""]",67,67,audience,wild,"[""dress"", ""tent"", ""label"", ""petal"", ""antarctic"", ""weasel"", ""duchess"", ""mason"", ""hallway"", ""orchestra""]",67,2
,449,wild,"[""tent"", ""weasel""]",3OSWBBLG1FJK9XITHTNOO433UNQXD7,A3RTW9UWYKSNWX,3LEG2HW4UF9EKHVYU8SJXUG083LF2I,Submitted,2022-05-26 05:46:55+03:00,random_10_12_candidates_987,"[""mason.jpg"", ""orchestra.jpg""]","[""tent.jpg"", ""weasel.jpg""]",67,67,audience,wild,"[""dress"", ""tent"", ""label"", ""petal"", ""antarctic"", ""weasel"", ""duchess"", ""mason"", ""hallway"", ""orchestra""]",67,2
,450,item,"[""scissors"", ""bulb"", ""plate""]",33LKR6A5KF6J0LTXWQ2WYZHORN8T1O,A2QX3YJXAAHHVV,33P2GD6NRNETFTQUE4MN0BE75IKKH7,Submitted,2022-05-25 00:08:50+03:00,random_10_12_candidates_675,"[""scissors.jpg"", ""bulb.jpg"", ""plate.jpg""]","[""sting.jpg"", ""crystal.jpg""]",0,67,item,coarse,"[""scissors"", ""bulb"", ""sting"", ""nap"", ""two"", ""punch"", ""mist"", ""plate"", ""king"", ""crystal""]",0,3
,451,coarse,"[""sting"", ""crystal""]",33LKR6A5KF6J0LTXWQ2WYZHORN8T1O,A2QX3YJXAAHHVV,33P2GD6NRNETFTQUE4MN0BE75IKKH7,Submitted,2022-05-25 00:08:50+03:00,random_10_12_candidates_675,"[""scissors.jpg"", ""bulb.jpg"", ""plate.jpg""]","[""sting.jpg"", ""crystal.jpg""]",0,67,item,coarse,"[""scissors"", ""bulb"", ""sting"", ""nap"", ""two"", ""punch"", ""mist"", ""plate"", ""king"", ""crystal""]",67,2
,452,reknown,"[""sting"", ""king""]",3YDGXNSEO0GHU0YSGAA351S4QW3842,A1HKYY6XI2OHO1,33P2GD6NRNETFTQUE4MN0BE75IKKH7,Submitted,2022-05-25 07:18:16+03:00,random_10_12_candidates_675,"[""sting.jpg"", ""king.jpg""]","[""scissors.jpg"", ""bulb.jpg""]",100,67,reknown,upright,"[""scissors"", ""bulb"", ""sting"", ""nap"", ""two"", ""punch"", ""mist"", ""plate"", ""king"", ""crystal""]",100,2
,453,upright,"[""scissors"", ""bulb""]",3YDGXNSEO0GHU0YSGAA351S4QW3842,A1HKYY6XI2OHO1,33P2GD6NRNETFTQUE4MN0BE75IKKH7,Submitted,2022-05-25 07:18:16+03:00,random_10_12_candidates_675,"[""sting.jpg"", ""king.jpg""]","[""scissors.jpg"", ""bulb.jpg""]",100,67,reknown,upright,"[""scissors"", ""bulb"", ""sting"", ""nap"", ""two"", ""punch"", ""mist"", ""plate"", ""king"", ""crystal""]",67,2
,454,night,"[""bulb"", ""nap""]",3ZY8KE4ISKPMUHH3M0SQ0IDHXRNVQN,A16184N1RO5OJV,33P2GD6NRNETFTQUE4MN0BE75IKKH7,Submitted,2022-05-26 01:24:16+03:00,random_10_12_candidates_675,"[""bulb.jpg"", ""nap.jpg""]","[""punch.jpg"", ""plate.jpg""]",100,100,night,serve,"[""scissors"", ""bulb"", ""sting"", ""nap"", ""two"", ""punch"", ""mist"", ""plate"", ""king"", ""crystal""]",100,2
,455,serve,"[""punch"", ""plate""]",3ZY8KE4ISKPMUHH3M0SQ0IDHXRNVQN,A16184N1RO5OJV,33P2GD6NRNETFTQUE4MN0BE75IKKH7,Submitted,2022-05-26 01:24:16+03:00,random_10_12_candidates_675,"[""bulb.jpg"", ""nap.jpg""]","[""punch.jpg"", ""plate.jpg""]",100,100,night,serve,"[""scissors"", ""bulb"", ""sting"", ""nap"", ""two"", ""punch"", ""mist"", ""plate"", ""king"", ""crystal""]",100,2
,456,royalty,"[""princess"", ""chess""]",30BUDKLTXEHGZKCJ7IFD23U40U25E6,A16184N1RO5OJV,3UY4PIS8QR7JJOQJ9SBI0GF4IOTN1G,Submitted,2022-05-25 01:26:54+03:00,random_10_12_candidates_590,"[""princess.jpg"", ""chess.jpg""]","[""wave.jpg"", ""goalie.jpg""]",67,67,royalty,ice,"[""princess"", ""eucalyptus"", ""fabric"", ""scribble"", ""prairie"", ""chess"", ""vest"", ""wave"", ""goalie"", ""morse code"", ""acne"", ""skyscraper""]",67,2
,457,ice,"[""wave"", ""goalie""]",30BUDKLTXEHGZKCJ7IFD23U40U25E6,A16184N1RO5OJV,3UY4PIS8QR7JJOQJ9SBI0GF4IOTN1G,Submitted,2022-05-25 01:26:54+03:00,random_10_12_candidates_590,"[""princess.jpg"", ""chess.jpg""]","[""wave.jpg"", ""goalie.jpg""]",67,67,royalty,ice,"[""princess"", ""eucalyptus"", ""fabric"", ""scribble"", ""prairie"", ""chess"", ""vest"", ""wave"", ""goalie"", ""morse code"", ""acne"", ""skyscraper""]",67,2
,458,royalty,"[""princess"", ""chess""]",32SVAV9L3GVAVS83DUPYRN6T1JD3AJ,A1HKYY6XI2OHO1,3UY4PIS8QR7JJOQJ9SBI0GF4IOTN1G,Submitted,2022-05-25 01:28:53+03:00,random_10_12_candidates_590,"[""princess.jpg"", ""chess.jpg""]","[""chess.jpg"", ""skyscraper.jpg""]",67,67,royalty,tower,"[""princess"", ""eucalyptus"", ""fabric"", ""scribble"", ""prairie"", ""chess"", ""vest"", ""wave"", ""goalie"", ""morse code"", ""acne"", ""skyscraper""]",67,2
,459,tower,"[""chess"", ""skyscraper""]",32SVAV9L3GVAVS83DUPYRN6T1JD3AJ,A1HKYY6XI2OHO1,3UY4PIS8QR7JJOQJ9SBI0GF4IOTN1G,Submitted,2022-05-25 01:28:53+03:00,random_10_12_candidates_590,"[""princess.jpg"", ""chess.jpg""]","[""chess.jpg"", ""skyscraper.jpg""]",67,67,royalty,tower,"[""princess"", ""eucalyptus"", ""fabric"", ""scribble"", ""prairie"", ""chess"", ""vest"", ""wave"", ""goalie"", ""morse code"", ""acne"", ""skyscraper""]",67,2
,460,bedroom,"[""prairie"", ""skyscraper""]",3IQ1VMJRYU6WAUXJU3Q8I09F2JFA9G,A3RTW9UWYKSNWX,3UY4PIS8QR7JJOQJ9SBI0GF4IOTN1G,Submitted,2022-05-26 11:56:12+03:00,random_10_12_candidates_590,"[""prairie.jpg"", ""skyscraper.jpg""]","[""vest.jpg"", ""goalie.jpg""]",67,100,bedroom,protect,"[""princess"", ""eucalyptus"", ""fabric"", ""scribble"", ""prairie"", ""chess"", ""vest"", ""wave"", ""goalie"", ""morse code"", ""acne"", ""skyscraper""]",67,2
,461,protect,"[""vest"", ""goalie""]",3IQ1VMJRYU6WAUXJU3Q8I09F2JFA9G,A3RTW9UWYKSNWX,3UY4PIS8QR7JJOQJ9SBI0GF4IOTN1G,Submitted,2022-05-26 11:56:12+03:00,random_10_12_candidates_590,"[""prairie.jpg"", ""skyscraper.jpg""]","[""vest.jpg"", ""goalie.jpg""]",67,100,bedroom,protect,"[""princess"", ""eucalyptus"", ""fabric"", ""scribble"", ""prairie"", ""chess"", ""vest"", ""wave"", ""goalie"", ""morse code"", ""acne"", ""skyscraper""]",100,2
,462,crockery,"[""drink"", ""pitcher""]",3MYYFCXHJ4TWNF4AZ8MRXE92DE34GY,A1HKYY6XI2OHO1,30Z7M1Q8UY6UA5GFZ9FSTKICXN08A1,Submitted,2022-05-25 05:28:29+03:00,random_10_12_candidates_898,"[""drink.jpg"", ""pitcher.jpg""]","[""acne.jpg"", ""booger.jpg""]",67,67,crockery,gross,"[""acne"", ""rattle"", ""bump"", ""booger"", ""scanner"", ""sandwich"", ""chasm"", ""drink"", ""yoke"", ""breakfast"", ""pitcher"", ""vermin""]",67,2
,463,gross,"[""acne"", ""booger""]",3MYYFCXHJ4TWNF4AZ8MRXE92DE34GY,A1HKYY6XI2OHO1,30Z7M1Q8UY6UA5GFZ9FSTKICXN08A1,Submitted,2022-05-25 05:28:29+03:00,random_10_12_candidates_898,"[""drink.jpg"", ""pitcher.jpg""]","[""acne.jpg"", ""booger.jpg""]",67,67,crockery,gross,"[""acne"", ""rattle"", ""bump"", ""booger"", ""scanner"", ""sandwich"", ""chasm"", ""drink"", ""yoke"", ""breakfast"", ""pitcher"", ""vermin""]",67,2
,464,bacteria,"[""acne"", ""booger"", ""vermin""]",3A4NIXBJ77LSDX7HG3J3W0VAWPPLM2,A2QX3YJXAAHHVV,30Z7M1Q8UY6UA5GFZ9FSTKICXN08A1,Submitted,2022-05-25 17:34:15+03:00,random_10_12_candidates_898,"[""acne.jpg"", ""booger.jpg"", ""vermin.jpg""]","[""acne.jpg"", ""bump.jpg""]",50,67,bacteria,bumpy,"[""acne"", ""rattle"", ""bump"", ""booger"", ""scanner"", ""sandwich"", ""chasm"", ""drink"", ""yoke"", ""breakfast"", ""pitcher"", ""vermin""]",50,3
,465,bumpy,"[""acne"", ""bump""]",3A4NIXBJ77LSDX7HG3J3W0VAWPPLM2,A2QX3YJXAAHHVV,30Z7M1Q8UY6UA5GFZ9FSTKICXN08A1,Submitted,2022-05-25 17:34:15+03:00,random_10_12_candidates_898,"[""acne.jpg"", ""booger.jpg"", ""vermin.jpg""]","[""acne.jpg"", ""bump.jpg""]",50,67,bacteria,bumpy,"[""acne"", ""rattle"", ""bump"", ""booger"", ""scanner"", ""sandwich"", ""chasm"", ""drink"", ""yoke"", ""breakfast"", ""pitcher"", ""vermin""]",67,2
,466,growing,"[""acne"", ""rattle""]",34T446B1C1027F64EL36VKYAZI30CT,A3RTW9UWYKSNWX,30Z7M1Q8UY6UA5GFZ9FSTKICXN08A1,Submitted,2022-05-26 11:23:30+03:00,random_10_12_candidates_898,"[""acne.jpg"", ""rattle.jpg""]","[""drink.jpg"", ""pitcher.jpg""]",100,100,growing,shatter,"[""acne"", ""rattle"", ""bump"", ""booger"", ""scanner"", ""sandwich"", ""chasm"", ""drink"", ""yoke"", ""breakfast"", ""pitcher"", ""vermin""]",100,2
,467,shatter,"[""drink"", ""pitcher""]",34T446B1C1027F64EL36VKYAZI30CT,A3RTW9UWYKSNWX,30Z7M1Q8UY6UA5GFZ9FSTKICXN08A1,Submitted,2022-05-26 11:23:30+03:00,random_10_12_candidates_898,"[""acne.jpg"", ""rattle.jpg""]","[""drink.jpg"", ""pitcher.jpg""]",100,100,growing,shatter,"[""acne"", ""rattle"", ""bump"", ""booger"", ""scanner"", ""sandwich"", ""chasm"", ""drink"", ""yoke"", ""breakfast"", ""pitcher"", ""vermin""]",100,2
,468,work,"[""laboratory"", ""farmer""]",3TMSXRD2X7MBS2XRRV77LJONVI31W1,A16184N1RO5OJV,3TZ0XG8CBU6G5M6A731SXP7SR5I89M,Submitted,2022-05-25 01:39:59+03:00,random_10_12_candidates_559,"[""laboratory.jpg"", ""farmer.jpg""]","[""driveway.jpg"", ""helicopter.jpg""]",100,100,work,rich,"[""laboratory"", ""upstairs"", ""snout"", ""keyboard"", ""driveway"", ""scuba"", ""teeth"", ""apple"", ""clover"", ""chocolate"", ""farmer"", ""helicopter""]",100,2
,469,rich,"[""driveway"", ""helicopter""]",3TMSXRD2X7MBS2XRRV77LJONVI31W1,A16184N1RO5OJV,3TZ0XG8CBU6G5M6A731SXP7SR5I89M,Submitted,2022-05-25 01:39:59+03:00,random_10_12_candidates_559,"[""laboratory.jpg"", ""farmer.jpg""]","[""driveway.jpg"", ""helicopter.jpg""]",100,100,work,rich,"[""laboratory"", ""upstairs"", ""snout"", ""keyboard"", ""driveway"", ""scuba"", ""teeth"", ""apple"", ""clover"", ""chocolate"", ""farmer"", ""helicopter""]",100,2
,470,cavities,"[""teeth"", ""chocolate""]",3TY7ZAOG5G6KQDIS6YK4J3BI4KSK0S,A1HKYY6XI2OHO1,3TZ0XG8CBU6G5M6A731SXP7SR5I89M,Submitted,2022-05-25 09:11:48+03:00,random_10_12_candidates_559,"[""teeth.jpg"", ""chocolate.jpg""]","[""keyboard.jpg"", ""apple.jpg""]",0,0,cavities,hardware,"[""laboratory"", ""upstairs"", ""snout"", ""keyboard"", ""driveway"", ""scuba"", ""teeth"", ""apple"", ""clover"", ""chocolate"", ""farmer"", ""helicopter""]",0,2
,471,hardware,"[""keyboard"", ""apple""]",3TY7ZAOG5G6KQDIS6YK4J3BI4KSK0S,A1HKYY6XI2OHO1,3TZ0XG8CBU6G5M6A731SXP7SR5I89M,Submitted,2022-05-25 09:11:48+03:00,random_10_12_candidates_559,"[""teeth.jpg"", ""chocolate.jpg""]","[""keyboard.jpg"", ""apple.jpg""]",0,0,cavities,hardware,"[""laboratory"", ""upstairs"", ""snout"", ""keyboard"", ""driveway"", ""scuba"", ""teeth"", ""apple"", ""clover"", ""chocolate"", ""farmer"", ""helicopter""]",0,2
,472,park,"[""driveway"", ""helicopter""]",3D8YOU6S9F6T7K9J214NYRU7JIV6U3,A3UJSDFJ9LBQ6Z,3TZ0XG8CBU6G5M6A731SXP7SR5I89M,Submitted,2022-05-26 00:37:04+03:00,random_10_12_candidates_559,"[""driveway.jpg"", ""helicopter.jpg""]","[""scuba.jpg"", ""farmer.jpg""]",100,67,park,damp,"[""laboratory"", ""upstairs"", ""snout"", ""keyboard"", ""driveway"", ""scuba"", ""teeth"", ""apple"", ""clover"", ""chocolate"", ""farmer"", ""helicopter""]",100,2
,473,damp,"[""scuba"", ""farmer""]",3D8YOU6S9F6T7K9J214NYRU7JIV6U3,A3UJSDFJ9LBQ6Z,3TZ0XG8CBU6G5M6A731SXP7SR5I89M,Submitted,2022-05-26 00:37:04+03:00,random_10_12_candidates_559,"[""driveway.jpg"", ""helicopter.jpg""]","[""scuba.jpg"", ""farmer.jpg""]",100,67,park,damp,"[""laboratory"", ""upstairs"", ""snout"", ""keyboard"", ""driveway"", ""scuba"", ""teeth"", ""apple"", ""clover"", ""chocolate"", ""farmer"", ""helicopter""]",67,2
,474,raw,"[""material"", ""radish""]",3GD6L00D3TJFNQ3DNT1KCLMWXG51MQ,A1HKYY6XI2OHO1,3VCK0Q0PO50JCZ51D97IMBWUDWNN0D,Submitted,2022-05-25 05:26:03+03:00,random_10_12_candidates_1818,"[""material.jpg"", ""radish.jpg""]","[""origami.jpg"", ""gun.jpg""]",100,67,raw,safari,"[""material"", ""sweetener"", ""origami"", ""adobe"", ""gun"", ""radish"", ""outdoors"", ""anvil"", ""tailor"", ""orthodontist""]",100,2
,475,safari,"[""origami"", ""gun""]",3GD6L00D3TJFNQ3DNT1KCLMWXG51MQ,A1HKYY6XI2OHO1,3VCK0Q0PO50JCZ51D97IMBWUDWNN0D,Submitted,2022-05-25 05:26:03+03:00,random_10_12_candidates_1818,"[""material.jpg"", ""radish.jpg""]","[""origami.jpg"", ""gun.jpg""]",100,67,raw,safari,"[""material"", ""sweetener"", ""origami"", ""adobe"", ""gun"", ""radish"", ""outdoors"", ""anvil"", ""tailor"", ""orthodontist""]",67,2
,476,raw,"[""material"", ""radish""]",3U84XHCDIDZWEWZFP0AGILP8PATZ4R,A3RTW9UWYKSNWX,3VCK0Q0PO50JCZ51D97IMBWUDWNN0D,Submitted,2022-05-26 05:33:10+03:00,random_10_12_candidates_1818,"[""material.jpg"", ""radish.jpg""]","[""origami.jpg"", ""anvil.jpg"", ""tailor.jpg""]",100,100,raw,craft,"[""material"", ""sweetener"", ""origami"", ""adobe"", ""gun"", ""radish"", ""outdoors"", ""anvil"", ""tailor"", ""orthodontist""]",100,2
,477,craft,"[""origami"", ""anvil"", ""tailor""]",3U84XHCDIDZWEWZFP0AGILP8PATZ4R,A3RTW9UWYKSNWX,3VCK0Q0PO50JCZ51D97IMBWUDWNN0D,Submitted,2022-05-26 05:33:10+03:00,random_10_12_candidates_1818,"[""material.jpg"", ""radish.jpg""]","[""origami.jpg"", ""anvil.jpg"", ""tailor.jpg""]",100,100,raw,craft,"[""material"", ""sweetener"", ""origami"", ""adobe"", ""gun"", ""radish"", ""outdoors"", ""anvil"", ""tailor"", ""orthodontist""]",100,3
,478,hold,"[""gun"", ""anvil"", ""orthodontist""]",3VELCLL3GL59HGBW16X7HV2N1NF1FM,A382S0KJMW3K9S,3VCK0Q0PO50JCZ51D97IMBWUDWNN0D,Submitted,2022-05-26 13:33:18+03:00,random_10_12_candidates_1818,"[""gun.jpg"", ""anvil.jpg"", ""orthodontist.jpg""]","[""sweetener.jpg"", ""orthodontist.jpg""]",80,0,hold,female,"[""material"", ""sweetener"", ""origami"", ""adobe"", ""gun"", ""radish"", ""outdoors"", ""anvil"", ""tailor"", ""orthodontist""]",80,3
,479,female,"[""sweetener"", ""orthodontist""]",3VELCLL3GL59HGBW16X7HV2N1NF1FM,A382S0KJMW3K9S,3VCK0Q0PO50JCZ51D97IMBWUDWNN0D,Submitted,2022-05-26 13:33:18+03:00,random_10_12_candidates_1818,"[""gun.jpg"", ""anvil.jpg"", ""orthodontist.jpg""]","[""sweetener.jpg"", ""orthodontist.jpg""]",80,0,hold,female,"[""material"", ""sweetener"", ""origami"", ""adobe"", ""gun"", ""radish"", ""outdoors"", ""anvil"", ""tailor"", ""orthodontist""]",0,2
,480,hair,"[""crushed"", ""gymnast"", ""slipping""]",3RUIQRXJBCA87FPWGRIOWNGLVHCLL6,A382S0KJMW3K9S,3YLTXLH3DFSUQKNARWRVWS06ZSQHP5,Submitted,2022-05-25 03:26:03+03:00,random_10_12_candidates_1152,"[""crushed.jpg"", ""gymnast.jpg"", ""slipping.jpg""]","[""crushed.jpg"", ""gymnast.jpg""]",100,100,hair,uniform,"[""rake"", ""digit"", ""crushed"", ""lock"", ""cooler"", ""gymnast"", ""slipping"", ""oar"", ""cane"", ""bolt"", ""panties"", ""chest""]",100,3
,481,uniform,"[""crushed"", ""gymnast""]",3RUIQRXJBCA87FPWGRIOWNGLVHCLL6,A382S0KJMW3K9S,3YLTXLH3DFSUQKNARWRVWS06ZSQHP5,Submitted,2022-05-25 03:26:03+03:00,random_10_12_candidates_1152,"[""crushed.jpg"", ""gymnast.jpg"", ""slipping.jpg""]","[""crushed.jpg"", ""gymnast.jpg""]",100,100,hair,uniform,"[""rake"", ""digit"", ""crushed"", ""lock"", ""cooler"", ""gymnast"", ""slipping"", ""oar"", ""cane"", ""bolt"", ""panties"", ""chest""]",100,2
,482,coordination,"[""gymnast"", ""slipping""]",3WMOAN2SRCJ1RK4B6809WOICSBYVNO,A1HKYY6XI2OHO1,3YLTXLH3DFSUQKNARWRVWS06ZSQHP5,Submitted,2022-05-25 07:15:25+03:00,random_10_12_candidates_1152,"[""gymnast.jpg"", ""slipping.jpg""]","[""gymnast.jpg"", ""panties.jpg""]",67,67,coordination,frilly,"[""rake"", ""digit"", ""crushed"", ""lock"", ""cooler"", ""gymnast"", ""slipping"", ""oar"", ""cane"", ""bolt"", ""panties"", ""chest""]",67,2
,483,frilly,"[""gymnast"", ""panties""]",3WMOAN2SRCJ1RK4B6809WOICSBYVNO,A1HKYY6XI2OHO1,3YLTXLH3DFSUQKNARWRVWS06ZSQHP5,Submitted,2022-05-25 07:15:25+03:00,random_10_12_candidates_1152,"[""gymnast.jpg"", ""slipping.jpg""]","[""gymnast.jpg"", ""panties.jpg""]",67,67,coordination,frilly,"[""rake"", ""digit"", ""crushed"", ""lock"", ""cooler"", ""gymnast"", ""slipping"", ""oar"", ""cane"", ""bolt"", ""panties"", ""chest""]",67,2
