AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,selected_images_q1,selected_images_q2,score_fooling_ai_1,score_fooling_ai_2,cue1,cue2,candidates,cue,associations,num_associations,annotation_index
3OLF68YTNAN5B4OWXPQ0SWVQ3X4AFW,A1HKYY6XI2OHO1,3BAWBGQGYLLA2FEU0ZEIB70U761V7U,Submitted,2022-05-13 22:01:20+03:00,363,"[""coke.jpg"", ""fat.jpg""]","[""food.jpg"", ""fat.jpg""]",67,67,consequence,portion,"[""coke.jpg"", ""urn.jpg"", ""marshmallow.jpg"", ""food.jpg"", ""fat.jpg""]",portion,"[""food"", ""fat""]",2,291
3NC5L260MP8UD8IX78VITRFVSFCFO6,AZLZA0Q87TJZO,3BAWBGQGYLLA2FEU0ZEIB70U761V7U,Submitted,2022-05-13 22:22:36+03:00,363,"[""coke.jpg"", ""marshmallow.jpg"", ""fat.jpg""]","[""coke.jpg"", ""urn.jpg"", ""food.jpg""]",0,80,unhealthy,hold,"[""coke.jpg"", ""urn.jpg"", ""marshmallow.jpg"", ""food.jpg"", ""fat.jpg""]",hold,"[""coke"", ""urn"", ""food""]",3,292
3NC5L260MP8UD8IX78VITRFVSFCFO6,AZLZA0Q87TJZO,3BAWBGQGYLLA2FEU0ZEIB70U761V7U,Submitted,2022-05-13 22:22:36+03:00,363,"[""coke.jpg"", ""marshmallow.jpg"", ""fat.jpg""]","[""coke.jpg"", ""urn.jpg"", ""food.jpg""]",0,80,unhealthy,hold,"[""coke.jpg"", ""urn.jpg"", ""marshmallow.jpg"", ""food.jpg"", ""fat.jpg""]",hold,"[""coke"", ""urn"", ""food""]",3,293
3DYGAII7PMU9PXK70OJRUQOZ9L6QPF,A1HKYY6XI2OHO1,3IHWR4LC7DZ9GNZDBX75AI6VAOB8IX,Submitted,2022-05-13 21:35:40+03:00,447,"[""champagne.jpg"", ""soda.jpg""]","[""champagne.jpg"", ""weapon.jpg"", ""pop.jpg""]",0,50,refreshing,mature,"[""garbage.jpg"", ""champagne.jpg"", ""weapon.jpg"", ""soda.jpg"", ""pop.jpg""]",mature,"[""champagne"", ""weapon"", ""pop""]",3,294
3DYGAII7PMU9PXK70OJRUQOZ9L6QPF,A1HKYY6XI2OHO1,3IHWR4LC7DZ9GNZDBX75AI6VAOB8IX,Submitted,2022-05-13 21:35:40+03:00,447,"[""champagne.jpg"", ""soda.jpg""]","[""champagne.jpg"", ""weapon.jpg"", ""pop.jpg""]",0,50,refreshing,mature,"[""garbage.jpg"", ""champagne.jpg"", ""weapon.jpg"", ""soda.jpg"", ""pop.jpg""]",mature,"[""champagne"", ""weapon"", ""pop""]",3,295
3QY7M81QH88Y8OICRX5DYIL5AMJK7N,A3RTW9UWYKSNWX,3IHWR4LC7DZ9GNZDBX75AI6VAOB8IX,Submitted,2022-05-13 22:21:43+03:00,447,"[""champagne.jpg"", ""weapon.jpg""]","[""garbage.jpg"", ""soda.jpg""]",67,67,expenssive,cheap,"[""garbage.jpg"", ""champagne.jpg"", ""weapon.jpg"", ""soda.jpg"", ""pop.jpg""]",cheap,"[""garbage"", ""soda""]",2,296
3QY7M81QH88Y8OICRX5DYIL5AMJK7N,A3RTW9UWYKSNWX,3IHWR4LC7DZ9GNZDBX75AI6VAOB8IX,Submitted,2022-05-13 22:21:43+03:00,447,"[""champagne.jpg"", ""weapon.jpg""]","[""garbage.jpg"", ""soda.jpg""]",67,67,expenssive,cheap,"[""garbage.jpg"", ""champagne.jpg"", ""weapon.jpg"", ""soda.jpg"", ""pop.jpg""]",cheap,"[""garbage"", ""soda""]",2,297
3QHK8ZVMIN4WU63KPETUIKKGICGLBE,AZLZA0Q87TJZO,3IHWR4LC7DZ9GNZDBX75AI6VAOB8IX,Submitted,2022-05-13 22:29:53+03:00,447,"[""weapon.jpg"", ""pop.jpg""]","[""soda.jpg"", ""pop.jpg""]",67,67,collect,soda,"[""garbage.jpg"", ""champagne.jpg"", ""weapon.jpg"", ""soda.jpg"", ""pop.jpg""]",soda,"[""soda"", ""pop""]",2,298
3QHK8ZVMIN4WU63KPETUIKKGICGLBE,AZLZA0Q87TJZO,3IHWR4LC7DZ9GNZDBX75AI6VAOB8IX,Submitted,2022-05-13 22:29:53+03:00,447,"[""weapon.jpg"", ""pop.jpg""]","[""soda.jpg"", ""pop.jpg""]",67,67,collect,soda,"[""garbage.jpg"", ""champagne.jpg"", ""weapon.jpg"", ""soda.jpg"", ""pop.jpg""]",soda,"[""soda"", ""pop""]",2,299
3C44YUNSI2BF0OG2V2D7URH0Q5DDPR,AZLZA0Q87TJZO,3NZ1E5QA6ZNG6X257P8LCBSRD8QB5P,Submitted,2022-05-13 18:58:29+03:00,118,"[""slipping.jpg"", ""ice.jpg""]","[""dalmatian.jpg"", ""snow.jpg""]",67,67,slippery,soft,"[""lab.jpg"", ""dalmatian.jpg"", ""snow.jpg"", ""slipping.jpg"", ""ice.jpg""]",soft,"[""dalmatian"", ""snow""]",2,300
3C44YUNSI2BF0OG2V2D7URH0Q5DDPR,AZLZA0Q87TJZO,3NZ1E5QA6ZNG6X257P8LCBSRD8QB5P,Submitted,2022-05-13 18:58:29+03:00,118,"[""slipping.jpg"", ""ice.jpg""]","[""dalmatian.jpg"", ""snow.jpg""]",67,67,slippery,soft,"[""lab.jpg"", ""dalmatian.jpg"", ""snow.jpg"", ""slipping.jpg"", ""ice.jpg""]",soft,"[""dalmatian"", ""snow""]",2,301
39PAAFCODNMZMX9V34ML5NO4FF4VTF,A3UJSDFJ9LBQ6Z,3NZ1E5QA6ZNG6X257P8LCBSRD8QB5P,Submitted,2022-05-13 19:08:57+03:00,118,"[""lab.jpg"", ""dalmatian.jpg""]","[""snow.jpg"", ""ice.jpg""]",100,0,organic,chill,"[""lab.jpg"", ""dalmatian.jpg"", ""snow.jpg"", ""slipping.jpg"", ""ice.jpg""]",chill,"[""snow"", ""ice""]",2,302
39PAAFCODNMZMX9V34ML5NO4FF4VTF,A3UJSDFJ9LBQ6Z,3NZ1E5QA6ZNG6X257P8LCBSRD8QB5P,Submitted,2022-05-13 19:08:57+03:00,118,"[""lab.jpg"", ""dalmatian.jpg""]","[""snow.jpg"", ""ice.jpg""]",100,0,organic,chill,"[""lab.jpg"", ""dalmatian.jpg"", ""snow.jpg"", ""slipping.jpg"", ""ice.jpg""]",chill,"[""snow"", ""ice""]",2,303
3YHH42UU5C1VAJ0ARYW5Y3OXR7G0L2,A1HKYY6XI2OHO1,3NZ1E5QA6ZNG6X257P8LCBSRD8QB5P,Submitted,2022-05-13 22:08:28+03:00,118,"[""slipping.jpg"", ""ice.jpg""]","[""lab.jpg"", ""dalmatian.jpg"", ""snow.jpg""]",0,50,slide,coat,"[""lab.jpg"", ""dalmatian.jpg"", ""snow.jpg"", ""slipping.jpg"", ""ice.jpg""]",coat,"[""lab"", ""dalmatian"", ""snow""]",3,304
3YHH42UU5C1VAJ0ARYW5Y3OXR7G0L2,A1HKYY6XI2OHO1,3NZ1E5QA6ZNG6X257P8LCBSRD8QB5P,Submitted,2022-05-13 22:08:28+03:00,118,"[""slipping.jpg"", ""ice.jpg""]","[""lab.jpg"", ""dalmatian.jpg"", ""snow.jpg""]",0,50,slide,coat,"[""lab.jpg"", ""dalmatian.jpg"", ""snow.jpg"", ""slipping.jpg"", ""ice.jpg""]",coat,"[""lab"", ""dalmatian"", ""snow""]",3,305
3OUYGIZWR8KL14F8JQPCFKXHWGEP0K,A2QX3YJXAAHHVV,3S8A4GJRD3PRYF0PHP9Q5T0YCVHV6V,Submitted,2022-05-13 19:33:39+03:00,128,"[""list.jpg"", ""library.jpg"", ""book.jpg""]","[""quilt.jpg"", ""library.jpg""]",50,100,Learning,antique,"[""list.jpg"", ""quilt.jpg"", ""vodka.jpg"", ""library.jpg"", ""book.jpg""]",antique,"[""quilt"", ""library""]",2,306
3OUYGIZWR8KL14F8JQPCFKXHWGEP0K,A2QX3YJXAAHHVV,3S8A4GJRD3PRYF0PHP9Q5T0YCVHV6V,Submitted,2022-05-13 19:33:39+03:00,128,"[""list.jpg"", ""library.jpg"", ""book.jpg""]","[""quilt.jpg"", ""library.jpg""]",50,100,Learning,antique,"[""list.jpg"", ""quilt.jpg"", ""vodka.jpg"", ""library.jpg"", ""book.jpg""]",antique,"[""quilt"", ""library""]",2,307
34Q075JO1YZIKCW6YOEMEOFJT1N109,A2SDOD67560IN8,3S8A4GJRD3PRYF0PHP9Q5T0YCVHV6V,Submitted,2022-05-13 20:39:31+03:00,128,"[""list.jpg"", ""library.jpg"", ""book.jpg""]","[""vodka.jpg"", ""library.jpg"", ""book.jpg""]",50,0,written,shelf,"[""list.jpg"", ""quilt.jpg"", ""vodka.jpg"", ""library.jpg"", ""book.jpg""]",shelf,"[""vodka"", ""library"", ""book""]",3,308
34Q075JO1YZIKCW6YOEMEOFJT1N109,A2SDOD67560IN8,3S8A4GJRD3PRYF0PHP9Q5T0YCVHV6V,Submitted,2022-05-13 20:39:31+03:00,128,"[""list.jpg"", ""library.jpg"", ""book.jpg""]","[""vodka.jpg"", ""library.jpg"", ""book.jpg""]",50,0,written,shelf,"[""list.jpg"", ""quilt.jpg"", ""vodka.jpg"", ""library.jpg"", ""book.jpg""]",shelf,"[""vodka"", ""library"", ""book""]",3,309
3ZAK8W07I50YT9N40CO6PQKG4Y60UT,A1HKYY6XI2OHO1,3S8A4GJRD3PRYF0PHP9Q5T0YCVHV6V,Submitted,2022-05-13 21:58:43+03:00,128,"[""list.jpg"", ""book.jpg""]","[""list.jpg"", ""library.jpg"", ""book.jpg""]",0,50,push,thoughts,"[""list.jpg"", ""quilt.jpg"", ""vodka.jpg"", ""library.jpg"", ""book.jpg""]",thoughts,"[""list"", ""library"", ""book""]",3,310
3ZAK8W07I50YT9N40CO6PQKG4Y60UT,A1HKYY6XI2OHO1,3S8A4GJRD3PRYF0PHP9Q5T0YCVHV6V,Submitted,2022-05-13 21:58:43+03:00,128,"[""list.jpg"", ""book.jpg""]","[""list.jpg"", ""library.jpg"", ""book.jpg""]",0,50,push,thoughts,"[""list.jpg"", ""quilt.jpg"", ""vodka.jpg"", ""library.jpg"", ""book.jpg""]",thoughts,"[""list"", ""library"", ""book""]",3,311
3YMU66OBIOUQZRS5EF6AR3I6H6LHG2,A3UJSDFJ9LBQ6Z,3XBYQ44Z6PQAF2B63CMF25BQ3CUTWE,Submitted,2022-05-13 19:07:35+03:00,392,"[""wheelchair.jpg"", ""light.jpg""]","[""flower.jpg"", ""soccer.jpg""]",67,67,wall,field,"[""wheelchair.jpg"", ""flower.jpg"", ""soccer.jpg"", ""light.jpg"", ""plant.jpg""]",field,"[""flower"", ""soccer""]",2,312
3YMU66OBIOUQZRS5EF6AR3I6H6LHG2,A3UJSDFJ9LBQ6Z,3XBYQ44Z6PQAF2B63CMF25BQ3CUTWE,Submitted,2022-05-13 19:07:35+03:00,392,"[""wheelchair.jpg"", ""light.jpg""]","[""flower.jpg"", ""soccer.jpg""]",67,67,wall,field,"[""wheelchair.jpg"", ""flower.jpg"", ""soccer.jpg"", ""light.jpg"", ""plant.jpg""]",field,"[""flower"", ""soccer""]",2,313
32AT8R96GMVYUI7G9E7QZWQZZPIUS1,A1HKYY6XI2OHO1,3XBYQ44Z6PQAF2B63CMF25BQ3CUTWE,Submitted,2022-05-13 19:10:40+03:00,392,"[""wheelchair.jpg"", ""soccer.jpg""]","[""wheelchair.jpg"", ""soccer.jpg""]",0,67,injury,fall,"[""wheelchair.jpg"", ""flower.jpg"", ""soccer.jpg"", ""light.jpg"", ""plant.jpg""]",fall,"[""wheelchair"", ""soccer""]",2,314
32AT8R96GMVYUI7G9E7QZWQZZPIUS1,A1HKYY6XI2OHO1,3XBYQ44Z6PQAF2B63CMF25BQ3CUTWE,Submitted,2022-05-13 19:10:40+03:00,392,"[""wheelchair.jpg"", ""soccer.jpg""]","[""wheelchair.jpg"", ""soccer.jpg""]",0,67,injury,fall,"[""wheelchair.jpg"", ""flower.jpg"", ""soccer.jpg"", ""light.jpg"", ""plant.jpg""]",fall,"[""wheelchair"", ""soccer""]",2,315
3I33IC7ZWGOLAACK9UBT8D11USV2AY,A2QX3YJXAAHHVV,3XBYQ44Z6PQAF2B63CMF25BQ3CUTWE,Submitted,2022-05-13 19:22:24+03:00,392,"[""wheelchair.jpg"", ""flower.jpg""]","[""flower.jpg"", ""soccer.jpg"", ""plant.jpg""]",67,50,condolences,grass,"[""wheelchair.jpg"", ""flower.jpg"", ""soccer.jpg"", ""light.jpg"", ""plant.jpg""]",grass,"[""flower"", ""soccer"", ""plant""]",3,316
3I33IC7ZWGOLAACK9UBT8D11USV2AY,A2QX3YJXAAHHVV,3XBYQ44Z6PQAF2B63CMF25BQ3CUTWE,Submitted,2022-05-13 19:22:24+03:00,392,"[""wheelchair.jpg"", ""flower.jpg""]","[""flower.jpg"", ""soccer.jpg"", ""plant.jpg""]",67,50,condolences,grass,"[""wheelchair.jpg"", ""flower.jpg"", ""soccer.jpg"", ""light.jpg"", ""plant.jpg""]",grass,"[""flower"", ""soccer"", ""plant""]",3,317
3QIYRE09Y43L58ODZUGKP0BW1U2N1A,AKQAI78JTXXC9,3V7ICJJAZA2YAEY5TKPB7JMDDCVB4K,Submitted,2022-05-13 21:13:33+03:00,1818,"[""skin.jpg"", ""tree.jpg""]","[""festival.jpg"", ""bullseye.jpg""]",67,67,protection,goal,"[""skin.jpg"", ""festival.jpg"", ""fruit.jpg"", ""tree.jpg"", ""candle.jpg"", ""bullseye.jpg""]",goal,"[""festival"", ""bullseye""]",2,318
3QIYRE09Y43L58ODZUGKP0BW1U2N1A,AKQAI78JTXXC9,3V7ICJJAZA2YAEY5TKPB7JMDDCVB4K,Submitted,2022-05-13 21:13:33+03:00,1818,"[""skin.jpg"", ""tree.jpg""]","[""festival.jpg"", ""bullseye.jpg""]",67,67,protection,goal,"[""skin.jpg"", ""festival.jpg"", ""fruit.jpg"", ""tree.jpg"", ""candle.jpg"", ""bullseye.jpg""]",goal,"[""festival"", ""bullseye""]",2,319
3R5F3LQFV360IP9X8KPPWJVD4JWOZR,A1HKYY6XI2OHO1,3V7ICJJAZA2YAEY5TKPB7JMDDCVB4K,Submitted,2022-05-13 21:40:04+03:00,1818,"[""skin.jpg"", ""tree.jpg""]","[""festival.jpg"", ""fruit.jpg"", ""bullseye.jpg""]",0,0,roots,sphere,"[""skin.jpg"", ""festival.jpg"", ""fruit.jpg"", ""tree.jpg"", ""candle.jpg"", ""bullseye.jpg""]",sphere,"[""festival"", ""fruit"", ""bullseye""]",3,320
3R5F3LQFV360IP9X8KPPWJVD4JWOZR,A1HKYY6XI2OHO1,3V7ICJJAZA2YAEY5TKPB7JMDDCVB4K,Submitted,2022-05-13 21:40:04+03:00,1818,"[""skin.jpg"", ""tree.jpg""]","[""festival.jpg"", ""fruit.jpg"", ""bullseye.jpg""]",0,0,roots,sphere,"[""skin.jpg"", ""festival.jpg"", ""fruit.jpg"", ""tree.jpg"", ""candle.jpg"", ""bullseye.jpg""]",sphere,"[""festival"", ""fruit"", ""bullseye""]",3,321
3U8YCDAGXQ261GGNJ341FPNR1E50QV,AZLZA0Q87TJZO,3V7ICJJAZA2YAEY5TKPB7JMDDCVB4K,Submitted,2022-05-13 22:21:09+03:00,1818,"[""tree.jpg"", ""bullseye.jpg""]","[""fruit.jpg"", ""candle.jpg""]",67,0,rings,scent,"[""skin.jpg"", ""festival.jpg"", ""fruit.jpg"", ""tree.jpg"", ""candle.jpg"", ""bullseye.jpg""]",scent,"[""fruit"", ""candle""]",2,322
3U8YCDAGXQ261GGNJ341FPNR1E50QV,AZLZA0Q87TJZO,3V7ICJJAZA2YAEY5TKPB7JMDDCVB4K,Submitted,2022-05-13 22:21:09+03:00,1818,"[""tree.jpg"", ""bullseye.jpg""]","[""fruit.jpg"", ""candle.jpg""]",67,0,rings,scent,"[""skin.jpg"", ""festival.jpg"", ""fruit.jpg"", ""tree.jpg"", ""candle.jpg"", ""bullseye.jpg""]",scent,"[""fruit"", ""candle""]",2,323
31LVTDXBL8WJADK9LBFKIZPK0XHRLT,A16184N1RO5OJV,3EHIMLB7F7L9KSOT5FPKA65GABW8H4,Submitted,2022-05-13 19:55:28+03:00,1164,"[""lipstick.jpg"", ""fire.jpg"", ""red.jpg""]","[""fire.jpg"", ""red.jpg""]",50,0,hot,chili,"[""shelter.jpg"", ""hose.jpg"", ""lipstick.jpg"", ""fire.jpg"", ""red.jpg"", ""truck.jpg""]",chili,"[""fire"", ""red""]",2,324
31LVTDXBL8WJADK9LBFKIZPK0XHRLT,A16184N1RO5OJV,3EHIMLB7F7L9KSOT5FPKA65GABW8H4,Submitted,2022-05-13 19:55:28+03:00,1164,"[""lipstick.jpg"", ""fire.jpg"", ""red.jpg""]","[""fire.jpg"", ""red.jpg""]",50,0,hot,chili,"[""shelter.jpg"", ""hose.jpg"", ""lipstick.jpg"", ""fire.jpg"", ""red.jpg"", ""truck.jpg""]",chili,"[""fire"", ""red""]",2,325
3FFJ6VRIL2ATKIS46VZS6NW5A32I0M,AKQAI78JTXXC9,3EHIMLB7F7L9KSOT5FPKA65GABW8H4,Submitted,2022-05-13 20:58:10+03:00,1164,"[""lipstick.jpg"", ""red.jpg""]","[""shelter.jpg"", ""hose.jpg""]",0,100,blush,cool,"[""shelter.jpg"", ""hose.jpg"", ""lipstick.jpg"", ""fire.jpg"", ""red.jpg"", ""truck.jpg""]",cool,"[""shelter"", ""hose""]",2,326
3FFJ6VRIL2ATKIS46VZS6NW5A32I0M,AKQAI78JTXXC9,3EHIMLB7F7L9KSOT5FPKA65GABW8H4,Submitted,2022-05-13 20:58:10+03:00,1164,"[""lipstick.jpg"", ""red.jpg""]","[""shelter.jpg"", ""hose.jpg""]",0,100,blush,cool,"[""shelter.jpg"", ""hose.jpg"", ""lipstick.jpg"", ""fire.jpg"", ""red.jpg"", ""truck.jpg""]",cool,"[""shelter"", ""hose""]",2,327
3DH6GAKTYZBCC3DZE7YNYATFITNZY5,A2QX3YJXAAHHVV,3EHIMLB7F7L9KSOT5FPKA65GABW8H4,Submitted,2022-05-13 21:11:24+03:00,1164,"[""hose.jpg"", ""fire.jpg""]","[""hose.jpg"", ""truck.jpg""]",67,67,fireman,rubber,"[""shelter.jpg"", ""hose.jpg"", ""lipstick.jpg"", ""fire.jpg"", ""red.jpg"", ""truck.jpg""]",rubber,"[""hose"", ""truck""]",2,328
3DH6GAKTYZBCC3DZE7YNYATFITNZY5,A2QX3YJXAAHHVV,3EHIMLB7F7L9KSOT5FPKA65GABW8H4,Submitted,2022-05-13 21:11:24+03:00,1164,"[""hose.jpg"", ""fire.jpg""]","[""hose.jpg"", ""truck.jpg""]",67,67,fireman,rubber,"[""shelter.jpg"", ""hose.jpg"", ""lipstick.jpg"", ""fire.jpg"", ""red.jpg"", ""truck.jpg""]",rubber,"[""hose"", ""truck""]",2,329
3RWE2M8QWIWLYJ3V3BCKBVSMW160NS,AZLZA0Q87TJZO,3QMELQS6Y5XZ58J8854G4WBVRP4R6Y,Submitted,2022-05-13 19:12:55+03:00,1748,"[""sky.jpg"", ""fly.jpg""]","[""walnut.jpg"", ""ink.jpg""]",67,67,float,hard,"[""alcohol.jpg"", ""sky.jpg"", ""visitor.jpg"", ""walnut.jpg"", ""ink.jpg"", ""fly.jpg""]",hard,"[""walnut"", ""ink""]",2,330
3RWE2M8QWIWLYJ3V3BCKBVSMW160NS,AZLZA0Q87TJZO,3QMELQS6Y5XZ58J8854G4WBVRP4R6Y,Submitted,2022-05-13 19:12:55+03:00,1748,"[""sky.jpg"", ""fly.jpg""]","[""walnut.jpg"", ""ink.jpg""]",67,67,float,hard,"[""alcohol.jpg"", ""sky.jpg"", ""visitor.jpg"", ""walnut.jpg"", ""ink.jpg"", ""fly.jpg""]",hard,"[""walnut"", ""ink""]",2,331
3YT88D1N09KG75HPPL2NL19P5JSK3B,A3RTW9UWYKSNWX,3QMELQS6Y5XZ58J8854G4WBVRP4R6Y,Submitted,2022-05-13 22:00:05+03:00,1748,"[""sky.jpg"", ""ink.jpg""]","[""ink.jpg"", ""fly.jpg""]",67,0,freefall,dirty,"[""alcohol.jpg"", ""sky.jpg"", ""visitor.jpg"", ""walnut.jpg"", ""ink.jpg"", ""fly.jpg""]",dirty,"[""ink"", ""fly""]",2,332
3YT88D1N09KG75HPPL2NL19P5JSK3B,A3RTW9UWYKSNWX,3QMELQS6Y5XZ58J8854G4WBVRP4R6Y,Submitted,2022-05-13 22:00:05+03:00,1748,"[""sky.jpg"", ""ink.jpg""]","[""ink.jpg"", ""fly.jpg""]",67,0,freefall,dirty,"[""alcohol.jpg"", ""sky.jpg"", ""visitor.jpg"", ""walnut.jpg"", ""ink.jpg"", ""fly.jpg""]",dirty,"[""ink"", ""fly""]",2,333
3DI28L7YXB0HB2B06VD1ZDHNN2L1EJ,A1HKYY6XI2OHO1,3QMELQS6Y5XZ58J8854G4WBVRP4R6Y,Submitted,2022-05-13 22:05:55+03:00,1748,"[""sky.jpg"", ""visitor.jpg""]","[""sky.jpg"", ""visitor.jpg""]",100,0,information,storage,"[""alcohol.jpg"", ""sky.jpg"", ""visitor.jpg"", ""walnut.jpg"", ""ink.jpg"", ""fly.jpg""]",storage,"[""sky"", ""visitor""]",2,334
3DI28L7YXB0HB2B06VD1ZDHNN2L1EJ,A1HKYY6XI2OHO1,3QMELQS6Y5XZ58J8854G4WBVRP4R6Y,Submitted,2022-05-13 22:05:55+03:00,1748,"[""sky.jpg"", ""visitor.jpg""]","[""sky.jpg"", ""visitor.jpg""]",100,0,information,storage,"[""alcohol.jpg"", ""sky.jpg"", ""visitor.jpg"", ""walnut.jpg"", ""ink.jpg"", ""fly.jpg""]",storage,"[""sky"", ""visitor""]",2,335
3KGTPGBS6Y75PJQIFZSK8EDV1VJU2Y,A3UJSDFJ9LBQ6Z,3CMV9YRYP3N0Q532N419RO7173ZJL6,Submitted,2022-05-13 19:10:39+03:00,155,"[""mermaid.jpg"", ""food.jpg"", ""dinner.jpg""]","[""mermaid.jpg"", ""petroleum.jpg""]",80,0,surface,moist,"[""mermaid.jpg"", ""petroleum.jpg"", ""food.jpg"", ""dinner.jpg"", ""fridge.jpg""]",moist,"[""mermaid"", ""petroleum""]",2,336
3KGTPGBS6Y75PJQIFZSK8EDV1VJU2Y,A3UJSDFJ9LBQ6Z,3CMV9YRYP3N0Q532N419RO7173ZJL6,Submitted,2022-05-13 19:10:39+03:00,155,"[""mermaid.jpg"", ""food.jpg"", ""dinner.jpg""]","[""mermaid.jpg"", ""petroleum.jpg""]",80,0,surface,moist,"[""mermaid.jpg"", ""petroleum.jpg"", ""food.jpg"", ""dinner.jpg"", ""fridge.jpg""]",moist,"[""mermaid"", ""petroleum""]",2,337
3MB8LZR5BGFXN97EVR6NHN36555KLB,AZLZA0Q87TJZO,3CMV9YRYP3N0Q532N419RO7173ZJL6,Submitted,2022-05-13 21:10:25+03:00,155,"[""petroleum.jpg"", ""fridge.jpg""]","[""petroleum.jpg"", ""food.jpg"", ""dinner.jpg""]",0,50,dispense,serve,"[""mermaid.jpg"", ""petroleum.jpg"", ""food.jpg"", ""dinner.jpg"", ""fridge.jpg""]",serve,"[""petroleum"", ""food"", ""dinner""]",3,338
3MB8LZR5BGFXN97EVR6NHN36555KLB,AZLZA0Q87TJZO,3CMV9YRYP3N0Q532N419RO7173ZJL6,Submitted,2022-05-13 21:10:25+03:00,155,"[""petroleum.jpg"", ""fridge.jpg""]","[""petroleum.jpg"", ""food.jpg"", ""dinner.jpg""]",0,50,dispense,serve,"[""mermaid.jpg"", ""petroleum.jpg"", ""food.jpg"", ""dinner.jpg"", ""fridge.jpg""]",serve,"[""petroleum"", ""food"", ""dinner""]",3,339
3WS1NTTKEZY9ARQE5NT73QJDUBJF01,A1HKYY6XI2OHO1,3CMV9YRYP3N0Q532N419RO7173ZJL6,Submitted,2022-05-13 21:29:49+03:00,155,"[""mermaid.jpg"", ""petroleum.jpg""]","[""mermaid.jpg"", ""petroleum.jpg""]",0,67,bubble,ariel,"[""mermaid.jpg"", ""petroleum.jpg"", ""food.jpg"", ""dinner.jpg"", ""fridge.jpg""]",ariel,"[""mermaid"", ""petroleum""]",2,340
3WS1NTTKEZY9ARQE5NT73QJDUBJF01,A1HKYY6XI2OHO1,3CMV9YRYP3N0Q532N419RO7173ZJL6,Submitted,2022-05-13 21:29:49+03:00,155,"[""mermaid.jpg"", ""petroleum.jpg""]","[""mermaid.jpg"", ""petroleum.jpg""]",0,67,bubble,ariel,"[""mermaid.jpg"", ""petroleum.jpg"", ""food.jpg"", ""dinner.jpg"", ""fridge.jpg""]",ariel,"[""mermaid"", ""petroleum""]",2,341
3VNXK88KKD4G2I0H5YH4ENNSL819VT,A2QX3YJXAAHHVV,338431Z1FL1PUEPC81QALWXMCPYORK,Submitted,2022-05-13 19:06:00+03:00,1515,"[""explode.jpg"", ""bomb.jpg"", ""explosion.jpg""]","[""explode.jpg"", ""pictures.jpg"", ""bomb.jpg""]",0,50,boom,darkness,"[""explode.jpg"", ""pictures.jpg"", ""closet.jpg"", ""bomb.jpg"", ""explosion.jpg"", ""mice.jpg""]",darkness,"[""explode"", ""pictures"", ""bomb""]",3,342
3VNXK88KKD4G2I0H5YH4ENNSL819VT,A2QX3YJXAAHHVV,338431Z1FL1PUEPC81QALWXMCPYORK,Submitted,2022-05-13 19:06:00+03:00,1515,"[""explode.jpg"", ""bomb.jpg"", ""explosion.jpg""]","[""explode.jpg"", ""pictures.jpg"", ""bomb.jpg""]",0,50,boom,darkness,"[""explode.jpg"", ""pictures.jpg"", ""closet.jpg"", ""bomb.jpg"", ""explosion.jpg"", ""mice.jpg""]",darkness,"[""explode"", ""pictures"", ""bomb""]",3,343
336YQZE83W0EB84WOG3WFBZD8JFM57,AZLZA0Q87TJZO,338431Z1FL1PUEPC81QALWXMCPYORK,Submitted,2022-05-13 19:41:27+03:00,1515,"[""explode.jpg"", ""bomb.jpg"", ""explosion.jpg""]","[""pictures.jpg"", ""closet.jpg""]",0,0,war,corner,"[""explode.jpg"", ""pictures.jpg"", ""closet.jpg"", ""bomb.jpg"", ""explosion.jpg"", ""mice.jpg""]",corner,"[""pictures"", ""closet""]",2,344
336YQZE83W0EB84WOG3WFBZD8JFM57,AZLZA0Q87TJZO,338431Z1FL1PUEPC81QALWXMCPYORK,Submitted,2022-05-13 19:41:27+03:00,1515,"[""explode.jpg"", ""bomb.jpg"", ""explosion.jpg""]","[""pictures.jpg"", ""closet.jpg""]",0,0,war,corner,"[""explode.jpg"", ""pictures.jpg"", ""closet.jpg"", ""bomb.jpg"", ""explosion.jpg"", ""mice.jpg""]",corner,"[""pictures"", ""closet""]",2,345
3ZAZR5XV024Z90CUIFGY1J1WF51ZCT,AKQAI78JTXXC9,338431Z1FL1PUEPC81QALWXMCPYORK,Submitted,2022-05-13 21:01:50+03:00,1515,"[""explode.jpg"", ""bomb.jpg"", ""explosion.jpg""]","[""explode.jpg"", ""bomb.jpg"", ""explosion.jpg""]",50,0,destruction,explode,"[""explode.jpg"", ""pictures.jpg"", ""closet.jpg"", ""bomb.jpg"", ""explosion.jpg"", ""mice.jpg""]",explode,"[""explode"", ""bomb"", ""explosion""]",3,346
3ZAZR5XV024Z90CUIFGY1J1WF51ZCT,AKQAI78JTXXC9,338431Z1FL1PUEPC81QALWXMCPYORK,Submitted,2022-05-13 21:01:50+03:00,1515,"[""explode.jpg"", ""bomb.jpg"", ""explosion.jpg""]","[""explode.jpg"", ""bomb.jpg"", ""explosion.jpg""]",50,0,destruction,explode,"[""explode.jpg"", ""pictures.jpg"", ""closet.jpg"", ""bomb.jpg"", ""explosion.jpg"", ""mice.jpg""]",explode,"[""explode"", ""bomb"", ""explosion""]",3,347
