ID,R1_association,R1_edge_weight,R1_concreteness,R2_association,R2_edge_weight,R2_concreteness,R3_association,R3_edge_weight,R3_concreteness,R4_association,R4_edge_weight,R4_concreteness,cue,cue_weight,associations,num_distractors,num_associations,associations_mean_weight,distractors,labels,candidates,candidates_connectivity_score,candidates_connectivity_data,alternative_associations_candidates,cue_associations_str,cue_associations_lst,candidates_connectivity_score_weight,origin_candidates_number,solvers_mean_jaccard
1628,water,44,5.0,rain,28.0,4.97,,,,,,,wet,97,"[""water"", ""rain""]",4,2,36.0,"[""lime"", ""glitter"", ""composer"", ""ham""]","[2, 4]","[""composer"", ""glitter"", ""water"", ""ham"", ""rain"", ""lime""]",2,"[{'alternative_cue': 'showers', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'dew', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sparkling', 'alternative_cue_novel_associations': ['glitter', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'shower', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'pour', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'deluge', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'puddle', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'shimmer', 'alternative_cue_novel_associations': ['glitter', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'drench', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'mist', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'drops', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sprinkles', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'muddy', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'gutter', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'drop', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'soak', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'drip', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sprinkle', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'typhoon', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'condensation', 'alternative_cue_novel_associations': ['rain', 'water'], 'num_alternative_cue_novel_associations': 2}]","[['rain', 'water'], ['glitter', 'water']]","['rain', 'water', 'wet']","['wet', 'water', 'rain']",9,6,1.0
1629,fish,48,5.0,spear,12.0,5.0,,,,,,,pike,67,"[""fish"", ""spear""]",4,2,30.0,"[""satellite"", ""mercury"", ""librarian"", ""crew""]","[5, 1]","[""crew"", ""spear"", ""satellite"", ""mercury"", ""librarian"", ""fish""]",2,"[{'alternative_cue': 'harpoon', 'alternative_cue_novel_associations': ['fish', 'spear'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'dish', 'alternative_cue_novel_associations': ['fish', 'satellite'], 'num_alternative_cue_novel_associations': 2}]","[['fish', 'spear'], ['fish', 'satellite']]","['fish', 'pike', 'spear']","['pike', 'fish', 'spear']",9,6,1.0
1630,sign,12,4.62,yellow,11.0,4.3,,,,,,,yield,63,"[""sign"", ""yellow""]",4,2,11.5,"[""stool"", ""poke"", ""motel"", ""mill""]","[1, 2]","[""poke"", ""sign"", ""yellow"", ""stool"", ""motel"", ""mill""]",1,"[{'alternative_cue': 'neon', 'alternative_cue_novel_associations': ['yellow', 'sign'], 'num_alternative_cue_novel_associations': 2}]","[['yellow', 'sign']]","['sign', 'yellow', 'yield']","['yield', 'sign', 'yellow']",4,6,1.0
1631,money,16,4.54,bee,14.0,4.88,,,,,,,stingy,65,"[""money"", ""bee""]",4,2,15.0,"[""pharmacy"", ""computer"", ""film"", ""sandpaper""]","[5, 0]","[""bee"", ""sandpaper"", ""computer"", ""pharmacy"", ""film"", ""money""]",1,"[{'alternative_cue': 'producer', 'alternative_cue_novel_associations': ['money', 'film'], 'num_alternative_cue_novel_associations': 2}]","[['money', 'film']]","['bee', 'money', 'stingy']","['stingy', 'money', 'bee']",4,6,1.0
1632,rain,31,4.97,ice,27.0,4.89,,,,,,,hail,85,"[""rain"", ""ice""]",4,2,29.0,"[""womb"", ""guitar"", ""lung"", ""tray""]","[3, 2]","[""womb"", ""guitar"", ""ice"", ""rain"", ""tray"", ""lung""]",1,"[{'alternative_cue': 'sleet', 'alternative_cue_novel_associations': ['ice', 'rain'], 'num_alternative_cue_novel_associations': 2}]","[['ice', 'rain']]","['hail', 'ice', 'rain']","['hail', 'rain', 'ice']",4,6,1.0
1633,flag,32,4.79,country,12.0,4.17,,,,,,,allegiance,88,"[""flag"", ""country""]",4,2,22.0,"[""printing"", ""wagon"", ""snail"", ""weed""]","[4, 0]","[""country"", ""wagon"", ""printing"", ""weed"", ""flag"", ""snail""]",1,"[{'alternative_cue': 'national', 'alternative_cue_novel_associations': ['country', 'flag'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'nationalism', 'alternative_cue_novel_associations': ['country', 'flag'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'usa', 'alternative_cue_novel_associations': ['country', 'flag'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'nationalist', 'alternative_cue_novel_associations': ['country', 'flag'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'nations', 'alternative_cue_novel_associations': ['country', 'flag'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'nationality', 'alternative_cue_novel_associations': ['country', 'flag'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'patriot', 'alternative_cue_novel_associations': ['country', 'flag'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'patriotic', 'alternative_cue_novel_associations': ['country', 'flag'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'patriotism', 'alternative_cue_novel_associations': ['country', 'flag'], 'num_alternative_cue_novel_associations': 2}]","[['country', 'flag']]","['allegiance', 'country', 'flag']","['allegiance', 'flag', 'country']",4,6,1.0
1634,money,39,4.54,school,24.0,4.79,,,,,,,scholarship,83,"[""money"", ""school""]",4,2,31.5,"[""secretary"", ""nights"", ""magician"", ""shampoo""]","[2, 1]","[""magician"", ""school"", ""money"", ""nights"", ""shampoo"", ""secretary""]",1,"[{'alternative_cue': 'tuition', 'alternative_cue_novel_associations': ['money', 'school'], 'num_alternative_cue_novel_associations': 2}]","[['money', 'school']]","['money', 'scholarship', 'school']","['scholarship', 'money', 'school']",4,6,0.7777777777777777
1635,talk,21,4.07,crowd,13.0,4.52,,,,,,,mingle,82,"[""talk"", ""crowd""]",4,2,17.0,"[""sloth"", ""sock"", ""eat"", ""lead""]","[4, 0]","[""crowd"", ""sloth"", ""sock"", ""eat"", ""talk"", ""lead""]",0,[],[],"['crowd', 'mingle', 'talk']","['mingle', 'talk', 'crowd']",1,6,1.0
1638,tv,26,5.0,eyes,10.0,4.85,,,,,,,watching,74,"[""tv"", ""eyes""]",4,2,18.0,"[""beaver"", ""toboggan"", ""coil"", ""float""]","[1, 5]","[""toboggan"", ""tv"", ""float"", ""beaver"", ""coil"", ""eyes""]",0,[],[],"['eyes', 'tv', 'watching']","['watching', 'tv', 'eyes']",1,6,1.0
1640,drug,52,4.48,needle,19.0,4.93,,,,,,,heroin,89,"[""drug"", ""needle""]",4,2,35.5,"[""footprint"", ""fridge"", ""print"", ""ocean""]","[3, 5]","[""footprint"", ""print"", ""ocean"", ""drug"", ""fridge"", ""needle""]",0,[],[],"['drug', 'heroin', 'needle']","['heroin', 'drug', 'needle']",1,6,1.0
1642,north,21,4.14,map,15.0,4.93,,,,,,,direction,53,"[""north"", ""map""]",4,2,18.0,"[""grape"", ""parmesan"", ""dust"", ""school""]","[5, 0]","[""map"", ""parmesan"", ""dust"", ""school"", ""grape"", ""north""]",3,"[{'alternative_cue': 'directions', 'alternative_cue_novel_associations': ['map', 'north'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'compass', 'alternative_cue_novel_associations': ['map', 'north'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'geography', 'alternative_cue_novel_associations': ['map', 'school'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'chalk', 'alternative_cue_novel_associations': ['dust', 'school'], 'num_alternative_cue_novel_associations': 2}]","[['map', 'school'], ['dust', 'school'], ['map', 'north']]","['direction', 'map', 'north']","['direction', 'north', 'map']",16,6,1.0
1643,ballet,52,4.04,music,12.0,4.31,,,,,,,dancer,76,"[""ballet"", ""music""]",4,2,32.0,"[""candy"", ""kiln"", ""grandmother"", ""ale""]","[4, 5]","[""grandmother"", ""kiln"", ""candy"", ""ale"", ""ballet"", ""music""]",1,"[{'alternative_cue': 'dance', 'alternative_cue_novel_associations': ['ballet', 'music'], 'num_alternative_cue_novel_associations': 2}]","[['ballet', 'music']]","['ballet', 'dancer', 'music']","['dancer', 'ballet', 'music']",4,6,1.0
1644,glasses,53,4.9,eyes,12.0,4.85,,,,,,,eyesight,107,"[""glasses"", ""eyes""]",4,2,32.5,"[""grandfather"", ""product"", ""wheat"", ""toast""]","[5, 2]","[""toast"", ""product"", ""eyes"", ""wheat"", ""grandfather"", ""glasses""]",2,"[{'alternative_cue': 'optical', 'alternative_cue_novel_associations': ['eyes', 'glasses'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'contacts', 'alternative_cue_novel_associations': ['eyes', 'glasses'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'goggles', 'alternative_cue_novel_associations': ['eyes', 'glasses'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'optic', 'alternative_cue_novel_associations': ['eyes', 'glasses'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'blurry', 'alternative_cue_novel_associations': ['eyes', 'glasses'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'squint', 'alternative_cue_novel_associations': ['eyes', 'glasses'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'vision', 'alternative_cue_novel_associations': ['eyes', 'glasses'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'bread', 'alternative_cue_novel_associations': ['wheat', 'toast'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'spectacles', 'alternative_cue_novel_associations': ['eyes', 'glasses'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sight', 'alternative_cue_novel_associations': ['eyes', 'glasses'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'lenses', 'alternative_cue_novel_associations': ['eyes', 'glasses'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'optics', 'alternative_cue_novel_associations': ['eyes', 'glasses'], 'num_alternative_cue_novel_associations': 2}]","[['eyes', 'glasses'], ['wheat', 'toast']]","['eyes', 'eyesight', 'glasses']","['eyesight', 'glasses', 'eyes']",9,6,1.0
1645,food,34,4.8,fruit,12.0,4.81,,,,,,,organic,74,"[""food"", ""fruit""]",4,2,23.0,"[""grease"", ""red"", ""naked"", ""chocolate""]","[1, 0]","[""fruit"", ""food"", ""chocolate"", ""red"", ""naked"", ""grease""]",5,"[{'alternative_cue': 'chili', 'alternative_cue_novel_associations': ['food', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cornucopia', 'alternative_cue_novel_associations': ['fruit', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'berry', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cherry', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'pomegranate', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'meat', 'alternative_cue_novel_associations': ['food', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'spicy', 'alternative_cue_novel_associations': ['food', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cherries', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'watermelon', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'crave', 'alternative_cue_novel_associations': ['chocolate', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'fresh', 'alternative_cue_novel_associations': ['fruit', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'indulge', 'alternative_cue_novel_associations': ['chocolate', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'produce', 'alternative_cue_novel_associations': ['fruit', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'tomato', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'tomatoes', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'apple', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'raspberries', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cranberries', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'raspberry', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cranberry', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'raw', 'alternative_cue_novel_associations': ['food', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'apples', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'vegetable', 'alternative_cue_novel_associations': ['fruit', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'mars', 'alternative_cue_novel_associations': ['chocolate', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'tempting', 'alternative_cue_novel_associations': ['chocolate', 'food'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'passion', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'berries', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'strawberries', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'strawberry', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'currant', 'alternative_cue_novel_associations': ['fruit', 'red'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'nutritious', 'alternative_cue_novel_associations': ['fruit', 'food'], 'num_alternative_cue_novel_associations': 2}]","[['chocolate', 'food'], ['food', 'red'], ['fruit', 'food'], ['fruit', 'red'], ['chocolate', 'red']]","['food', 'fruit', 'organic']","['organic', 'food', 'fruit']",36,6,1.0
1647,dark,19,4.29,witch,12.0,4.17,,,,,,,occult,46,"[""dark"", ""witch""]",4,2,15.5,"[""office"", ""cattle"", ""exam"", ""hiker""]","[3, 2]","[""exam"", ""cattle"", ""witch"", ""dark"", ""office"", ""hiker""]",1,"[{'alternative_cue': 'black magic', 'alternative_cue_novel_associations': ['witch', 'dark'], 'num_alternative_cue_novel_associations': 2}]","[['witch', 'dark']]","['dark', 'occult', 'witch']","['occult', 'dark', 'witch']",4,6,1.0
1648,knight,21,4.79,man,18.0,4.79,,,,,,,sir,72,"[""knight"", ""man""]",4,2,19.5,"[""pirate"", ""bread"", ""ark"", ""chest""]","[1, 0]","[""man"", ""knight"", ""ark"", ""bread"", ""chest"", ""pirate""]",2,"[{'alternative_cue': 'treasure', 'alternative_cue_novel_associations': ['pirate', 'chest'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'hunk', 'alternative_cue_novel_associations': ['bread', 'man'], 'num_alternative_cue_novel_associations': 2}]","[['bread', 'man'], ['pirate', 'chest']]","['knight', 'man', 'sir']","['sir', 'knight', 'man']",9,6,0.5555555555555555
1649,lobster,19,4.86,food,10.0,4.8,,,,,,,crayfish,44,"[""lobster"", ""food""]",4,2,14.5,"[""roller"", ""bottle"", ""vase"", ""letter""]","[0, 3]","[""lobster"", ""bottle"", ""letter"", ""food"", ""roller"", ""vase""]",1,"[{'alternative_cue': 'message', 'alternative_cue_novel_associations': ['bottle', 'letter'], 'num_alternative_cue_novel_associations': 2}]","[['bottle', 'letter']]","['crayfish', 'food', 'lobster']","['crayfish', 'lobster', 'food']",4,6,0.7777777777777778
1650,fat,25,4.52,jeans,11.0,5.0,,,,,,,skinny,88,"[""fat"", ""jeans""]",4,2,18.0,"[""tag"", ""swimming"", ""zeppelin"", ""plumbing""]","[0, 1]","[""fat"", ""jeans"", ""tag"", ""plumbing"", ""zeppelin"", ""swimming""]",1,"[{'alternative_cue': 'blimp', 'alternative_cue_novel_associations': ['zeppelin', 'fat'], 'num_alternative_cue_novel_associations': 2}]","[['zeppelin', 'fat']]","['fat', 'jeans', 'skinny']","['skinny', 'fat', 'jeans']",4,6,0.5555555555555555
1653,cake,76,4.81,sugar,12.0,4.87,,,,,,,frosting,129,"[""cake"", ""sugar""]",4,2,44.0,"[""blimp"", ""head"", ""sweatshirt"", ""writer""]","[3, 0]","[""sugar"", ""head"", ""writer"", ""cake"", ""blimp"", ""sweatshirt""]",1,"[{'alternative_cue': 'sweetness', 'alternative_cue_novel_associations': ['cake', 'sugar'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'glaze', 'alternative_cue_novel_associations': ['cake', 'sugar'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sprinkles', 'alternative_cue_novel_associations': ['cake', 'sugar'], 'num_alternative_cue_novel_associations': 2}]","[['cake', 'sugar']]","['cake', 'frosting', 'sugar']","['frosting', 'cake', 'sugar']",4,6,1.0
1655,man,40,4.79,male,27.0,4.45,,,,,,,he,142,"[""man"", ""male""]",4,2,33.5,"[""paper towel"", ""art"", ""face"", ""grey""]","[1, 2]","[""face"", ""man"", ""male"", ""paper towel"", ""grey"", ""art""]",3,"[{'alternative_cue': 'mustache', 'alternative_cue_novel_associations': ['face', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'mr', 'alternative_cue_novel_associations': ['male', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'mister', 'alternative_cue_novel_associations': ['male', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'beard', 'alternative_cue_novel_associations': ['face', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sideburns', 'alternative_cue_novel_associations': ['face', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'guy', 'alternative_cue_novel_associations': ['male', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'expression', 'alternative_cue_novel_associations': ['face', 'art'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'masculine', 'alternative_cue_novel_associations': ['male', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'testosterone', 'alternative_cue_novel_associations': ['male', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'him', 'alternative_cue_novel_associations': ['male', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'prostate', 'alternative_cue_novel_associations': ['male', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'bachelor', 'alternative_cue_novel_associations': ['male', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'boy', 'alternative_cue_novel_associations': ['male', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'his', 'alternative_cue_novel_associations': ['male', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'sexist', 'alternative_cue_novel_associations': ['male', 'man'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'portrait', 'alternative_cue_novel_associations': ['face', 'art'], 'num_alternative_cue_novel_associations': 2}]","[['face', 'art'], ['face', 'man'], ['male', 'man']]","['he', 'male', 'man']","['he', 'man', 'male']",16,6,1.0
1659,light,28,4.21,naked,23.0,4.5,,,,,,,flasher,68,"[""light"", ""naked""]",4,2,25.5,"[""door"", ""olympics"", ""jungle"", ""lion""]","[4, 1]","[""jungle"", ""naked"", ""lion"", ""olympics"", ""light"", ""door""]",3,"[{'alternative_cue': 'tiger', 'alternative_cue_novel_associations': ['lion', 'jungle'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'safari', 'alternative_cue_novel_associations': ['lion', 'jungle'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'torch', 'alternative_cue_novel_associations': ['olympics', 'light'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'exposure', 'alternative_cue_novel_associations': ['light', 'naked'], 'num_alternative_cue_novel_associations': 2}]","[['light', 'naked'], ['olympics', 'light'], ['lion', 'jungle']]","['flasher', 'light', 'naked']","['flasher', 'light', 'naked']",16,6,1.0
1660,talk,62,4.07,people,10.0,4.82,,,,,,,conversation,95,"[""talk"", ""people""]",4,2,36.0,"[""cent"", ""taste"", ""plane"", ""alarm""]","[4, 3]","[""alarm"", ""taste"", ""plane"", ""people"", ""talk"", ""cent""]",1,"[{'alternative_cue': 'socialize', 'alternative_cue_novel_associations': ['people', 'talk'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'interact', 'alternative_cue_novel_associations': ['people', 'talk'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'interaction', 'alternative_cue_novel_associations': ['people', 'talk'], 'num_alternative_cue_novel_associations': 2}]","[['people', 'talk']]","['conversation', 'people', 'talk']","['conversation', 'talk', 'people']",4,6,0.5555555555555555
1661,candy,11,4.83,money,10.0,4.54,,,,,,,spree,95,"[""candy"", ""money""]",4,2,10.5,"[""horseshoe"", ""notebook"", ""acid"", ""athlete""]","[3, 0]","[""money"", ""horseshoe"", ""acid"", ""candy"", ""athlete"", ""notebook""]",1,"[{'alternative_cue': 'pocketbook', 'alternative_cue_novel_associations': ['notebook', 'money'], 'num_alternative_cue_novel_associations': 2}]","[['notebook', 'money']]","['candy', 'money', 'spree']","['spree', 'candy', 'money']",4,6,1.0
1663,box,29,4.9,ballet,12.0,4.04,,,,,,,ballot,119,"[""box"", ""ballet""]",4,2,20.5,"[""catwalk"", ""horseshoe"", ""gang"", ""robot""]","[3, 4]","[""robot"", ""horseshoe"", ""catwalk"", ""box"", ""ballet"", ""gang""]",0,[],[],"['ballet', 'ballot', 'box']","['ballot', 'box', 'ballet']",1,6,0.5555555555555555
1666,ball,23,5.0,green,20.0,4.07,,,,,,,golfer,56,"[""ball"", ""green""]",4,2,21.5,"[""wink"", ""toothpaste"", ""meth"", ""light""]","[5, 4]","[""meth"", ""wink"", ""toothpaste"", ""light"", ""green"", ""ball""]",4,"[{'alternative_cue': 'minty', 'alternative_cue_novel_associations': ['green', 'toothpaste'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'photosynthesis', 'alternative_cue_novel_associations': ['green', 'light'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'crystal', 'alternative_cue_novel_associations': ['meth', 'ball'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'spearmint', 'alternative_cue_novel_associations': ['green', 'toothpaste'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'bowling', 'alternative_cue_novel_associations': ['green', 'ball'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'neon', 'alternative_cue_novel_associations': ['green', 'light'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'lantern', 'alternative_cue_novel_associations': ['green', 'light'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'golf', 'alternative_cue_novel_associations': ['green', 'ball'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'fluorescent', 'alternative_cue_novel_associations': ['green', 'light'], 'num_alternative_cue_novel_associations': 2}]","[['green', 'toothpaste'], ['green', 'ball'], ['meth', 'ball'], ['green', 'light']]","['ball', 'golfer', 'green']","['golfer', 'ball', 'green']",25,6,1.0
1667,card,37,4.9,school,13.0,4.79,,,,,,,report,65,"[""card"", ""school""]",4,2,25.0,"[""postman"", ""spades"", ""cut"", ""outfit""]","[1, 0]","[""school"", ""card"", ""outfit"", ""cut"", ""spades"", ""postman""]",1,"[{'alternative_cue': 'ace', 'alternative_cue_novel_associations': ['card', 'spades'], 'num_alternative_cue_novel_associations': 2}]","[['card', 'spades']]","['card', 'report', 'school']","['report', 'card', 'school']",4,6,1.0
1669,garlic,15,4.89,food,10.0,4.8,,,,,,,onions,56,"[""garlic"", ""food""]",4,2,12.5,"[""path"", ""tenant"", ""river"", ""shorts""]","[0, 5]","[""garlic"", ""path"", ""shorts"", ""tenant"", ""river"", ""food""]",1,"[{'alternative_cue': 'escargot', 'alternative_cue_novel_associations': ['garlic', 'food'], 'num_alternative_cue_novel_associations': 2}]","[['garlic', 'food']]","['food', 'garlic', 'onions']","['onions', 'garlic', 'food']",4,6,1.0
1670,baby,12,5.0,animal,11.0,4.61,,,,,,,seal,40,"[""baby"", ""animal""]",4,2,11.5,"[""board"", ""baker"", ""twins"", ""feather""]","[2, 3]","[""board"", ""twins"", ""baby"", ""animal"", ""baker"", ""feather""]",1,"[{'alternative_cue': 'dingo', 'alternative_cue_novel_associations': ['baby', 'animal'], 'num_alternative_cue_novel_associations': 2}, {'alternative_cue': 'cub', 'alternative_cue_novel_associations': ['baby', 'animal'], 'num_alternative_cue_novel_associations': 2}]","[['baby', 'animal']]","['animal', 'baby', 'seal']","['seal', 'baby', 'animal']",4,6,0.3333333333333333
