"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-vasr_annotator","UPDATE-vasr_annotator","CURRENT-passed_gvlab_solve_qualification","UPDATE-passed_gvlab_solve_qualification","CURRENT-passed_gvlab_create_qualification","UPDATE-passed_gvlab_create_qualification","CURRENT-inadequate","UPDATE-inadequate","CURRENT-gvlab_annotator","UPDATE-gvlab_annotator","CURRENT-analogies_qualification","UPDATE-analogies_qualification","CURRENT-Question aswering qualification","UPDATE-Question aswering qualification","CURRENT-QA - real world data","UPDATE-QA - real world data","CURRENT-Low Analogy Performance","UPDATE-Low Analogy Performance","CURRENT-Experiment RA01 Qualification Test Score","UPDATE-Experiment RA01 Qualification Test Score","CURRENT-Experiment CE01 Qualification Test Score","UPDATE-Experiment CE01 Qualification Test Score","CURRENT-Annotated VASR 1st batch","UPDATE-Annotated VASR 1st batch","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A2XPQ8KYFKI6FD","https://requester.mturk.com/workers/A2XPQ8KYFKI6FD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2XWL7L0V3L0OM","https://requester.mturk.com/workers/A2XWL7L0V3L0OM","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2XYFQ7NZ1J02F","https://requester.mturk.com/workers/A2XYFQ7NZ1J02F","12","12","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","","","Never Blocked","",""
"A2XZM3JNWNLOY3","https://requester.mturk.com/workers/A2XZM3JNWNLOY3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2Y2RVQO2UVFV1","https://requester.mturk.com/workers/A2Y2RVQO2UVFV1","2","1","50.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2Y2TURT2VEYZN","https://requester.mturk.com/workers/A2Y2TURT2VEYZN","331","331","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","","","Never Blocked","",""
"A2Y606K9XJ4IN3","https://requester.mturk.com/workers/A2Y606K9XJ4IN3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2Y9O62M75TPM6","https://requester.mturk.com/workers/A2Y9O62M75TPM6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2YA8XJFE58XG","https://requester.mturk.com/workers/A2YA8XJFE58XG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2YC6PEMIRSOAA","https://requester.mturk.com/workers/A2YC6PEMIRSOAA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2YHT2CVXQFPSK","https://requester.mturk.com/workers/A2YHT2CVXQFPSK","26","26","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2YLK83DQ6PA5Y","https://requester.mturk.com/workers/A2YLK83DQ6PA5Y","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2YNPKYEFDZ6C9","https://requester.mturk.com/workers/A2YNPKYEFDZ6C9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2YOVBJ9EXAI8W","https://requester.mturk.com/workers/A2YOVBJ9EXAI8W","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2YQ388TEOCOL1","https://requester.mturk.com/workers/A2YQ388TEOCOL1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2YTWLFEYAY5XV","https://requester.mturk.com/workers/A2YTWLFEYAY5XV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2YVJMKLUJKWF3","https://requester.mturk.com/workers/A2YVJMKLUJKWF3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2YVQFJP86BE3X","https://requester.mturk.com/workers/A2YVQFJP86BE3X","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2Z0V2A4SP5QE0","https://requester.mturk.com/workers/A2Z0V2A4SP5QE0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2Z4AXECKR852C","https://requester.mturk.com/workers/A2Z4AXECKR852C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2Z6PZ1CYD8NQP","https://requester.mturk.com/workers/A2Z6PZ1CYD8NQP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ZAFIIERV9VW7","https://requester.mturk.com/workers/A2ZAFIIERV9VW7","50","50","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","1","","Never Blocked","",""
"A2ZDEERVRN5AMC","https://requester.mturk.com/workers/A2ZDEERVRN5AMC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ZGZQDUKF2B4G","https://requester.mturk.com/workers/A2ZGZQDUKF2B4G","14","14","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","1","","","","","","1","","Never Blocked","",""
"A2ZIATVCA2NKPF","https://requester.mturk.com/workers/A2ZIATVCA2NKPF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ZJAEL03VTZ8","https://requester.mturk.com/workers/A2ZJAEL03VTZ8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ZWFGJSVX1PBE","https://requester.mturk.com/workers/A2ZWFGJSVX1PBE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ZZW6KME1FUDU","https://requester.mturk.com/workers/A2ZZW6KME1FUDU","41","41","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","","","Never Blocked","",""
"A301F4BXHGHEYJ","https://requester.mturk.com/workers/A301F4BXHGHEYJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A302KOFOYLD89A","https://requester.mturk.com/workers/A302KOFOYLD89A","8","8","100.00%","0","0","0.00%","0","0","0.00%","1","","83","","","","","","100","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A304PUXIRA930J","https://requester.mturk.com/workers/A304PUXIRA930J","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A306XHZ4SSZN23","https://requester.mturk.com/workers/A306XHZ4SSZN23","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A307Q6GNALHCF3","https://requester.mturk.com/workers/A307Q6GNALHCF3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A308FEI88TJ8WV","https://requester.mturk.com/workers/A308FEI88TJ8WV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A30JP3QG6U1B5","https://requester.mturk.com/workers/A30JP3QG6U1B5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A30NPW28HSPB27","https://requester.mturk.com/workers/A30NPW28HSPB27","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A30R2SNG0JGJMC","https://requester.mturk.com/workers/A30R2SNG0JGJMC","14","14","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A30UE6DWFNUCWX","https://requester.mturk.com/workers/A30UE6DWFNUCWX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3135Y3RMFC3PK","https://requester.mturk.com/workers/A3135Y3RMFC3PK","0","0","0.00%","0","0","0.00%","0","0","0.00%","1","","81","","","","","","100","","","","","","","","","","","","","","","","Never Blocked","",""
"A317MV1MRFSNZB","https://requester.mturk.com/workers/A317MV1MRFSNZB","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A31G3ZDHY2BWGP","https://requester.mturk.com/workers/A31G3ZDHY2BWGP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A31HZM5MVFVAW","https://requester.mturk.com/workers/A31HZM5MVFVAW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A31PW970Z2PC5P","https://requester.mturk.com/workers/A31PW970Z2PC5P","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","1","","Never Blocked","",""
"A3244U2ONPTIJ2","https://requester.mturk.com/workers/A3244U2ONPTIJ2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A32653G3FQKZQP","https://requester.mturk.com/workers/A32653G3FQKZQP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3298CNSQI60HU","https://requester.mturk.com/workers/A3298CNSQI60HU","32","32","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A32BI96DSQT2M","https://requester.mturk.com/workers/A32BI96DSQT2M","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A32CVZVH3C1I20","https://requester.mturk.com/workers/A32CVZVH3C1I20","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A32VCMYF0I4MAD","https://requester.mturk.com/workers/A32VCMYF0I4MAD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A336BMCQN6HAUL","https://requester.mturk.com/workers/A336BMCQN6HAUL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A33B85TN97HQ33","https://requester.mturk.com/workers/A33B85TN97HQ33","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A33LAQGIHTKVZM","https://requester.mturk.com/workers/A33LAQGIHTKVZM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A33LYSCQQU1YDJ","https://requester.mturk.com/workers/A33LYSCQQU1YDJ","783","783","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A33M23D3TRZ366","https://requester.mturk.com/workers/A33M23D3TRZ366","8","8","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A33M7EZ72P8TWF","https://requester.mturk.com/workers/A33M7EZ72P8TWF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A33SKY7HS5PDT6","https://requester.mturk.com/workers/A33SKY7HS5PDT6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A33ZLN05SVEI66","https://requester.mturk.com/workers/A33ZLN05SVEI66","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A34AQDMF5GVHVY","https://requester.mturk.com/workers/A34AQDMF5GVHVY","9","9","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A34DYM8J0X5VK","https://requester.mturk.com/workers/A34DYM8J0X5VK","7","7","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","70","","","","","","","","","","","","","","Never Blocked","",""
"A34GD7YNGA18YF","https://requester.mturk.com/workers/A34GD7YNGA18YF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A34LTHW8PR3UU4","https://requester.mturk.com/workers/A34LTHW8PR3UU4","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","","","Never Blocked","",""
"A34QZDSTKZ3JO9","https://requester.mturk.com/workers/A34QZDSTKZ3JO9","50","50","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A351BKQC7NEH3A","https://requester.mturk.com/workers/A351BKQC7NEH3A","50","50","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A357LDPUYQX3MB","https://requester.mturk.com/workers/A357LDPUYQX3MB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A35HYQ9VF901CJ","https://requester.mturk.com/workers/A35HYQ9VF901CJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A35MGUBATC2BJR","https://requester.mturk.com/workers/A35MGUBATC2BJR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A35T0N6XN4KLEM","https://requester.mturk.com/workers/A35T0N6XN4KLEM","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A35TUIBF05DKM4","https://requester.mturk.com/workers/A35TUIBF05DKM4","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","82","","","","","","","","10","","","","","","","","","","","","","","Never Blocked","",""
"A35XQI0BZ3AEGG","https://requester.mturk.com/workers/A35XQI0BZ3AEGG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A36F8PDK1DMAN1","https://requester.mturk.com/workers/A36F8PDK1DMAN1","150","150","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","","","Never Blocked","",""
"A36H3PO6JZD414","https://requester.mturk.com/workers/A36H3PO6JZD414","21","21","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A36I5UF4Z3KETH","https://requester.mturk.com/workers/A36I5UF4Z3KETH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A36LOA6VLJU157","https://requester.mturk.com/workers/A36LOA6VLJU157","13","13","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","","","Never Blocked","",""
"A36PRTZFECB76C","https://requester.mturk.com/workers/A36PRTZFECB76C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A36QBD8ZQDIP5R","https://requester.mturk.com/workers/A36QBD8ZQDIP5R","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A36SM7QM8OK3H6","https://requester.mturk.com/workers/A36SM7QM8OK3H6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A36SUOEMOIXFSO","https://requester.mturk.com/workers/A36SUOEMOIXFSO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A36VU93IDUGZG5","https://requester.mturk.com/workers/A36VU93IDUGZG5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A36XKKUH5TKF7U","https://requester.mturk.com/workers/A36XKKUH5TKF7U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A371SNJNNUY9Z6","https://requester.mturk.com/workers/A371SNJNNUY9Z6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3749CB7HBP2WR","https://requester.mturk.com/workers/A3749CB7HBP2WR","16","16","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A377LTGWJKY2IW","https://requester.mturk.com/workers/A377LTGWJKY2IW","146","146","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","100","","100","","","","","","","","","","","","1","","Never Blocked","",""
"A37AWU2VH1ZIXX","https://requester.mturk.com/workers/A37AWU2VH1ZIXX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A37DTVGS7RX6AG","https://requester.mturk.com/workers/A37DTVGS7RX6AG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","80","","","","","","","","","","","","","","Never Blocked","",""
"A37O5SYY9VWSPY","https://requester.mturk.com/workers/A37O5SYY9VWSPY","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A37T1MVUL5YIC0","https://requester.mturk.com/workers/A37T1MVUL5YIC0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A37WDOIQH6JM6V","https://requester.mturk.com/workers/A37WDOIQH6JM6V","11","11","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","80","","","","","","","","6","","10","","","","Never Blocked","",""
"A37XP0XSCHHB4V","https://requester.mturk.com/workers/A37XP0XSCHHB4V","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A37Y1AV30WTRWL","https://requester.mturk.com/workers/A37Y1AV30WTRWL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","","","Never Blocked","",""
"A37YC7R1H04X9P","https://requester.mturk.com/workers/A37YC7R1H04X9P","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A380DV6XGHSOM7","https://requester.mturk.com/workers/A380DV6XGHSOM7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A382OPA6G1896W","https://requester.mturk.com/workers/A382OPA6G1896W","4","1","25.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A382S0KJMW3K9S","https://requester.mturk.com/workers/A382S0KJMW3K9S","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","81","","","","","","100","","","","","","","","","","","","","","","","Never Blocked","",""
"A38AF7RJM28PGX","https://requester.mturk.com/workers/A38AF7RJM28PGX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A38EA29U8C544U","https://requester.mturk.com/workers/A38EA29U8C544U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A38I0E8UK53ME5","https://requester.mturk.com/workers/A38I0E8UK53ME5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A38LRU84UZTZBC","https://requester.mturk.com/workers/A38LRU84UZTZBC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A38NFX88VZDMJ3","https://requester.mturk.com/workers/A38NFX88VZDMJ3","42","42","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A38X140VWKHPU1","https://requester.mturk.com/workers/A38X140VWKHPU1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3914P24XPNPY3","https://requester.mturk.com/workers/A3914P24XPNPY3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A391JN51I1QPHF","https://requester.mturk.com/workers/A391JN51I1QPHF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A392QEW9CM6NN3","https://requester.mturk.com/workers/A392QEW9CM6NN3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A393PTHGYPKCRX","https://requester.mturk.com/workers/A393PTHGYPKCRX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A397QMUM40C4SH","https://requester.mturk.com/workers/A397QMUM40C4SH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A39980PKUJE4NS","https://requester.mturk.com/workers/A39980PKUJE4NS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A39BR7NYRDWC01","https://requester.mturk.com/workers/A39BR7NYRDWC01","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A39EBLPHUIPAFH","https://requester.mturk.com/workers/A39EBLPHUIPAFH","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A39FTOJI1V66QZ","https://requester.mturk.com/workers/A39FTOJI1V66QZ","13","13","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A39GADIK8RLMVC","https://requester.mturk.com/workers/A39GADIK8RLMVC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A39GP79ULCP9J2","https://requester.mturk.com/workers/A39GP79ULCP9J2","14","14","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A39Q5Z2B8IZ59C","https://requester.mturk.com/workers/A39Q5Z2B8IZ59C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A39SK1E6IMQBD5","https://requester.mturk.com/workers/A39SK1E6IMQBD5","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","","","Never Blocked","",""
"A39UHKD148R5RH","https://requester.mturk.com/workers/A39UHKD148R5RH","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A39YBLQYIUBR76","https://requester.mturk.com/workers/A39YBLQYIUBR76","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3A6BVDDO2M1C9","https://requester.mturk.com/workers/A3A6BVDDO2M1C9","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3A8I6KCULVJCW","https://requester.mturk.com/workers/A3A8I6KCULVJCW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3AD1WTZEZNFQW","https://requester.mturk.com/workers/A3AD1WTZEZNFQW","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3AD5YO7CLO4LN","https://requester.mturk.com/workers/A3AD5YO7CLO4LN","36","36","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","","","","","","","","","Never Blocked","",""
"A3AFLE1W4L89MH","https://requester.mturk.com/workers/A3AFLE1W4L89MH","78","78","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","1","","","","","","1","","Never Blocked","",""
"A3AHCT6Q7A3Q23","https://requester.mturk.com/workers/A3AHCT6Q7A3Q23","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3AHI4SVNHK0S5","https://requester.mturk.com/workers/A3AHI4SVNHK0S5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3AHQB31UANS2Q","https://requester.mturk.com/workers/A3AHQB31UANS2Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3AI2YTRBX4HLV","https://requester.mturk.com/workers/A3AI2YTRBX4HLV","15","15","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","1","","","","","","1","","Never Blocked","",""
"A3AIH165NSCXLP","https://requester.mturk.com/workers/A3AIH165NSCXLP","46","46","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3AJ1VD5N8CSZV","https://requester.mturk.com/workers/A3AJ1VD5N8CSZV","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3AK3UL0UCNVKE","https://requester.mturk.com/workers/A3AK3UL0UCNVKE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","80","","","","","","","","5","","","","","","Never Blocked","",""
"A3B01JZN07Z6TT","https://requester.mturk.com/workers/A3B01JZN07Z6TT","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A3BCKNE5CWHODZ","https://requester.mturk.com/workers/A3BCKNE5CWHODZ","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
